String,Authors,Year,Title,Book,Series,Publisher,City,Volume,Issue,Pagination,DOI,Suffix
"<b>Cuypers, E.; Abdel-Mottaleb, Y.; Kopljar, I.; Rainier, J.; Raes, A.L.; Snyders, D.J.; Tytgat, J.</b> (2008). Gambierol, a toxin produced by the dinoflagellate <i>Gambierdiscus toxicus</i>, is a potent blocker of voltage-gated potassium channels. <i>Toxicon 51(6)</i>: 974-983. <a href=""https://dx.doi.org/10.1016/j.toxicon.2008.01.004"" target=""_blank"">https://dx.doi.org/10.1016/j.toxicon.2008.01.004</a>","Cuypers, E.; Abdel-Mottaleb, Y.; Kopljar, I.; Rainier, J.; Raes, A.L.; Snyders, D.J.; Tytgat, J.",2008,"Gambierol, a toxin produced by the dinoflagellate <i>Gambierdiscus toxicus</i>, is a potent blocker of voltage-gated potassium channels",,Toxicon,,,51,6,974-983,,
"<b>Agnew, D.</b> (2008). Case study 1: Toothfish - an MSC-certified fishery, <b><i>in</i></b>: Ward, T.J. <i>et al.</i> (Ed.) <i>Seafood ecolabelling: principles and practice.</i> pp. 247-258","Agnew, D.",2008,Case study 1: Toothfish - an MSC-certified fishery,Seafood ecolabelling: principles and practice,,,,,,247-258,,
"<b>Van Bressem, M.-F.; Van Waerebeek, K.; Flach, L.; Reyes, J.C.; de Oliveira Santos, M.C.; Siciliano, S.; Echegaray, M.; Viddi, F.; Félix, F.; Crespo, E.; Sanino, G.P.; Avila, I.C.; Fraijia, N.; Castro, C.</b> (2008). Skin diseases in cetaceans. Scientific Committee document SC/60/DW8, International Whaling Commission, June 2008, Santiago, Chile. International Whaling Commission: Santiago.  9 + figures pp.","Van Bressem, M.-F.; Van Waerebeek, K.; Flach, L.; Reyes, J.C.; de Oliveira Santos, M.C.; Siciliano, S.; Echegaray, M.; Viddi, F.; Félix, F.; Crespo, E.; Sanino, G.P.; Avila, I.C.; Fraijia, N.; Castro, C.",2008,"Skin diseases in cetaceans. Scientific Committee document SC/60/DW8, International Whaling Commission, June 2008, Santiago, Chile",,,International Whaling Commission,Santiago,,,9 + figures,,
"<b>Peters, J.J.</b> (2008). Morphological dredging: a tool to improve nature values in rivers and estuaries? [PRESENTATION]. MaRiMorph: Brussel.  27 slides pp.","Peters, J.J.",2008,Morphological dredging: a tool to improve nature values in rivers and estuaries? [PRESENTATION],,,MaRiMorph,Brussel,,,27 slides,,
"<b>Meynecke, J.-O.</b> (2008). Coastal habitat connectivity and nearshore fisheries - implications for fisheries management in Queensland, Australia, <b><i>in</i></b>: McManus, N.F. <i>et al.</i> (Ed.) (2009). <i>Fisheries: management, economics and perspectives.</i> pp. 449-460","Meynecke, J.-O.",2008,"Coastal habitat connectivity and nearshore fisheries - implications for fisheries management in Queensland, Australia","Fisheries: management, economics and perspectives",,,,,,449-460,,
"(2008). Carbon pools and fluxes for United States forest ecosystems and products : results of the usda forest service national sustainability report, <b><i>in</i></b>: <i>International conference on adaptation of forests and forest management to changing climate with emphasis on forest health : a review of science, policies and practices : book of abstracts and premilinary programme.</i> pp. 272",,2008,Carbon pools and fluxes for United States forest ecosystems and products : results of the usda forest service national sustainability report,"International conference on adaptation of forests and forest management to changing climate with emphasis on forest health : a review of science, policies and practices : book of abstracts and premilinary programme",,,,,,272,,
"<b>Laforce, E.; Delefortrie, G.; Willems, M.</b> (2008). Panama Canal: tank test of vessel entry and exit for third set of locks. TO3-task 3.1-FHR-R015: model tests 12000 TEU - Final report. Version 1.0 (final). <i>WL Rapporten</i>, 745_04. Flanders Hydraulics Research: Antwerp.  250 pp.","Laforce, E.; Delefortrie, G.; Willems, M.",2008,Panama Canal: tank test of vessel entry and exit for third set of locks. TO3-task 3.1-FHR-R015: model tests 12000 TEU - Final report,,WL Rapporten,Flanders Hydraulics Research,Antwerp,745_04,,250,,
"(2008). Schelde Nieuwsbrief 57. <i>Schelde Nieuwsbrief</i>, 57. Schelde InformatieCentrum: [s.l.].  8 pp.",,2008,Schelde Nieuwsbrief 57,,Schelde Nieuwsbrief,Schelde InformatieCentrum,,57,,8,,
"<b>Engelberts, A.; Van Avesaath, P.H.; Hummel, H.</b> (2009). Duurzame Schelpentransport Najaar 2009 Datarapport. <i>Monitor Taskforce Publication Series</i>, 2009-12. NIOO-CEME: Yerseke.","Engelberts, A.; Van Avesaath, P.H.; Hummel, H.",2009,Duurzame Schelpentransport Najaar 2009 Datarapport,,Monitor Taskforce Publication Series,NIOO-CEME,Yerseke,2009-12,,,,
"<b>de Marffy-Mantuano, A.</b> (2009). What international coordination for marine biodiversity governance in areas beyond national jurisdiction? = Quelle coordination internationale pour la gouvernance de la biodiversité marine au-delà des zones de jurisdiction nationale?, <b><i>in</i></b>: Rochette, J. (Ed.) <i>Towards a New Governance of High Seas Biodiversity: International scientific seminar organized by the Institute for Sustainable Development and International Relations (IDDRI), March, 20-21, 2008, Principality of Monaco. Océanis (Paris),</i> 35(1-2): pp. 205-230","de Marffy-Mantuano, A.",2009,What international coordination for marine biodiversity governance in areas beyond national jurisdiction? = Quelle coordination internationale pour la gouvernance de la biodiversité marine au-delà des zones de jurisdiction nationale?,"Towards a New Governance of High Seas Biodiversity: International scientific seminar organized by the Institute for Sustainable Development and International Relations (IDDRI), March, 20-21, 2008, Principality of Monaco",Océanis (Paris),,,,,205-230,,
"<b>Petit, R.E.</b> (2009). Perry's <i>Arcana</i>. A facsimile edition with a collation and systematic review. Temple University Press: Philadelphia. ISBN 978-1-4399-0195-3. 567 pp.","Petit, R.E.",2009,Perry's <i>Arcana</i>,,,Temple University Press,Philadelphia,,,567,,
(2009). Scottish Sea Fisheries Statistics 2008. <i>Scottish sea fisheries statistics</i>. [S.n.]: [s.l.]. ISBN 9780755976188. 33 pp.,,2009,Scottish Sea Fisheries Statistics 2008,,Scottish sea fisheries statistics,,,,,33,,
"<b>Ounaïs, N.; Bussi-Copin, C.; Goy, J.; Pisani, V. (Ed.)</b> (2009). Face à face avec les Méduses: les connaître et s’en protéger. <i>Guide pratique des espèces de nos côtes</i>. Institut Océanographique: Paris. ISBN 978-2-903581-62-6. 40 pp.","Ounaïs, N.; Bussi-Copin, C.; Goy, J.; Pisani, V. (Ed.)",2009,Face à face avec les Méduses: les connaître et s’en protéger,,Guide pratique des espèces de nos côtes,Institut Océanographique,Paris,,,40,,
"<b>Evrard, A.</b> (2009). Les naufrages en Manche au XIXe siècle: témoignages boulonnais, <b><i>in</i></b>: Clauzel-Delannoy, I. (Ed.) <i>Le vent de mer au long des époques. Cycle d'Etudes en Pays Boulonnais,</i> IV: pp. 135-147","Evrard, A.",2009,Les naufrages en Manche au XIXe siècle: témoignages boulonnais,Le vent de mer au long des époques,Cycle d'Etudes en Pays Boulonnais,,,,,135-147,,
"<b>Christiansen, S.; Lutter, S.</b> (2009). Towards good environmental status: A network of Marine Protected Areas for the North Sea. WWF Germany: Frankfurt.  104 pp.","Christiansen, S.; Lutter, S.",2009,Towards good environmental status: A network of Marine Protected Areas for the North Sea,,,WWF Germany,Frankfurt,,,104,,
"<b>Estache, A.; Trujillo, L.</b> (2009). Global economic changes and the future of Port Authorities, <b><i>in</i></b>: Meersman, H. <i>et al.</i> <i>Future challenges in the port and shipping sector. The Grammenos Library,</i> : pp. 69-87","Estache, A.; Trujillo, L.",2009,Global economic changes and the future of Port Authorities,Future challenges in the port and shipping sector,The Grammenos Library,,,,,69-87,,
"<b>Stevens, M.; Van den Neucker, T.; Buysse, D.; Coeck, J.</b> (2009). Trends in the distribution of the Chinese mitten crab in the Schelde estuary, <b><i>in</i></b>: Branquart, E. <i>et al.</i> (Ed.) <i>Abstract volume of the Science facing aliens meeting, Brussels 11th May 2009.</i> pp. 44","Stevens, M.; Van den Neucker, T.; Buysse, D.; Coeck, J.",2009,Trends in the distribution of the Chinese mitten crab in the Schelde estuary,"Abstract volume of the Science facing aliens meeting, Brussels 11th May 2009",,,,,,44,,
"<b>Van Avesaath, P.H.; Engelberts, A.; Van Hoesel, O.J.A.; Hummel, H.</b> (2009). VERSPREIDING VAN ABUNDANTE MACRO-ALGEN IN HET VEERSE MEER 2009. <i>Monitor Taskforce Publication Series</i>, 2009-07. NIOO-CEME: Yerseke.  18 pp.","Van Avesaath, P.H.; Engelberts, A.; Van Hoesel, O.J.A.; Hummel, H.",2009,VERSPREIDING VAN ABUNDANTE MACRO-ALGEN IN HET VEERSE MEER 2009,,Monitor Taskforce Publication Series,NIOO-CEME,Yerseke,2009-07,,18,,
"<b>Le Bohec, C.; Gauthier-Clerc, M.; Durant, J.M.; Beaune, D.; Stenseth, N.C.; Pradel, R.; Grémillet, D.; Béchet, A.; Chatelain, N.; Le Maho, Y.</b> (2009). How climate changes affect juvenile survival and recruitment in the King penguin, <b><i>in</i></b>: Stienen, E. <i>et al.</i> <i>Seabird Group 10th International Conference Book of Abstracts, Brugge, Belgium 27-30 March 2009. VLIZ Special Publication,</i> 42: pp. 38","Le Bohec, C.; Gauthier-Clerc, M.; Durant, J.M.; Beaune, D.; Stenseth, N.C.; Pradel, R.; Grémillet, D.; Béchet, A.; Chatelain, N.; Le Maho, Y.",2009,How climate changes affect juvenile survival and recruitment in the King penguin,"Seabird Group 10th International Conference Book of Abstracts, Brugge, Belgium 27-30 March 2009",VLIZ Special Publication,,,,,38,,
"<b>Seys, J.; Fockedey, N. (Ed.)</b> (2009). VLIZINE augustus - september - oktober 2009. <i>Nieuwsbrief VLIZINE</i>, 10(8-9-10). Vlaams Instituut voor de Zee (VLIZ): Oostende.","Seys, J.; Fockedey, N. (Ed.)",2009,VLIZINE augustus - september - oktober 2009,,Nieuwsbrief VLIZINE,Vlaams Instituut voor de Zee (VLIZ),Oostende,10,8-9-10,,,
"<b>Hijbeek, R.; Dahdouh-Guebas, F.; Kairo, J.G.; Schoukens, J.; Koedam, N.</b> (2009). A sample of bias, the bias in sampling, <b><i>in</i></b>: Mees, J. <i>et al.</i> (Ed.) <i>Book of abstracts: an overview of marine research in Belgium anno 2009. 10th VLIZ Young Scientists' Day. Special edition at the occasion of 10 years VLIZ. VLIZ Special Publication,</i> 43: pp. 71","Hijbeek, R.; Dahdouh-Guebas, F.; Kairo, J.G.; Schoukens, J.; Koedam, N.",2009,"A sample of bias, the bias in sampling",Book of abstracts: an overview of marine research in Belgium anno 2009. 10th VLIZ Young Scientists' Day. Special edition at the occasion of 10 years VLIZ,VLIZ Special Publication,,,,,71,,
"<b>Page, D.M.R.</b> (2009). bioGUID: resolving, discovering, and minting identifiers for biodiversity informatics. <i>BMC Bioinformatics 10(Supplement 14)</i>: S5. <a href=""https://hdl.handle.net/10.1186/1471-2105-10-s14-s5"" target=""_blank"">https://hdl.handle.net/10.1186/1471-2105-10-s14-s5</a>","Page, D.M.R.",2009,"bioGUID: resolving, discovering, and minting identifiers for biodiversity informatics",,BMC Bioinformatics,,,10,Supplement 14,S5,,
"<b>Imamura, F.</b> (2009). Tsunami modeling: calculating inundation and hazard maps, <b><i>in</i></b>: Bernard, E.N. <i>et al.</i> (Ed.) <i>Tsunamis. The sea: ideas and observations on progress in the study of the seas,</i> 15: pp. 321-332","Imamura, F.",2009,Tsunami modeling: calculating inundation and hazard maps,Tsunamis,The sea: ideas and observations on progress in the study of the seas,,,,,321-332,,
"<b>Delefortrie, G.; Vantorre, M.; Eloot, K.</b> (2009). Modelling navigation in muddy areas through captive model tests (vol 10, pg 188, 2005). <i>Journal of Marine Science and Technology 14(1)</i>: 136-136. <a href=""http://dx.doi.org/10.1007/s00773-009-0042-9"" target=""_blank"">dx.doi.org/10.1007/s00773-009-0042-9</a>","Delefortrie, G.; Vantorre, M.; Eloot, K.",2009,"Modelling navigation in muddy areas through captive model tests (vol 10, pg 188, 2005)",,Journal of Marine Science and Technology,,,14,1,136-136,,
"<b>Foré, F.; Belpaeme, K.; Debry, M.; Vanwing, T.; Dahdouh-Guebas, F.</b> (2009). A comparison between the mangroves of Tanbi Wetland Complex (The Gambia) and projects in Oostende and Knokke-Heist (Belgium) with respect to the setup of a sustainable ecotouristic project : analysis of social, cultural and educational conditions, <b><i>in</i></b>: Dahdouh-Guebas, F. <i>et al.</i> <i>Proceedings of the Symposium <i>African Botany in Brussels</i>.</i> pp. 79","Foré, F.; Belpaeme, K.; Debry, M.; Vanwing, T.; Dahdouh-Guebas, F.",2009,"A comparison between the mangroves of Tanbi Wetland Complex (The Gambia) and projects in Oostende and Knokke-Heist (Belgium) with respect to the setup of a sustainable ecotouristic project : analysis of social, cultural and educational conditions",Proceedings of the Symposium <i>African Botany in Brussels</i>,,,,,,79,,
"<b>de Laat, W.; Kahane, L.; Myncke, R.; Staelens, P.</b> (2009). Tweede verblijven aan de Kust: onderzoek naar het profiel, de effecten en een toolkit voor het beleid: Deel 4. Toolbox voor het beleid. Idea Consulting: Brussel.  40 pp.","de Laat, W.; Kahane, L.; Myncke, R.; Staelens, P.",2009,"Tweede verblijven aan de Kust: onderzoek naar het profiel, de effecten en een toolkit voor het beleid: Deel 4. Toolbox voor het beleid",,,Idea Consulting,Brussel,,,40,,
"<b>Agbekponou, A.M.</b> (2009). La conduite et l'entretien préventif d'un groupe électrogène. Graduate Thesis. Hogere Zeevaartschool: Antwerpen.  86 pp.","Agbekponou, A.M.",2009,La conduite et l'entretien préventif d'un groupe électrogène,,,Hogere Zeevaartschool,Antwerpen,,,86,,
(2009). Waarom het kabinetsplan voor ‘buitendijks natuurherstel’ ongeschikt is voor herstel van de bedreigde natuurwaarden van het Schelde-estuarium. Vogelbescherming Nederland: Nederland.  5 pp.,,2009,Waarom het kabinetsplan voor ‘buitendijks natuurherstel’ ongeschikt is voor herstel van de bedreigde natuurwaarden van het Schelde-estuarium,,,Vogelbescherming Nederland,Nederland,,,5,,
"<b>Galil, B.S.</b> (2009). <i>Brachidontes pharaonis</i> (Fischer) (Mytilidae, Mollusca), <b><i>in</i></b>: DAISIE (Delivering Alien Invasive Species Inventories for Europe) <i>Handbook of alien species in Europe. Invading Nature - Springer Series in Invasion Ecology,</i> 3: pp. 273","Galil, B.S.",2009,"<i>Brachidontes pharaonis</i> (Fischer) (Mytilidae, Mollusca)",Handbook of alien species in Europe,Invading Nature - Springer Series in Invasion Ecology,,,,,273,,
(2009). Geïntegreerd Kustveiligheidsplan. Niet-technische samenvatting. Afdeling Kust (MOW): Oostende. 130 pp.,,2009,Geïntegreerd Kustveiligheidsplan. Niet-technische samenvatting,,,Afdeling Kust (MOW),Oostende,,,130,,
"<b>Fockedey, N.; Mees, J.; Buchholz, C.; Buchholz, F.; Feral, J.-P.; Gasol, P.; Heip, C.H.R.; Ianora, A.; Pinto, I.S.; Vincx, M.; Bellou, N.; Bennell, S.; Quigley, M.; Galil, B.; Grigorov, I.; Marboe, A.H.; Le Gall, L.; Noël, P.; Vyalova, O.; Lisovskaya, V.; Pérez Lloréns, J.L.; Porteiro, F.M.; McCurdy, W.; Nash, R.; Nikolic, V.; Rumohr, H.; Schiedek, D.; Skourtos, M.S.; ter Hofstede, R.; Spezzaferri, S.</b> (2009). Tasting the wealth of seafood biodiversity in Europe - a MARBEF outreach initiative, <b><i>in</i></b>: Mees, J. <i>et al.</i> (Ed.) <i>VLIZ Young Scientists' Day, Brugge, Belgium 6 March 2009: book of abstracts. VLIZ Special Publication,</i> 41: pp. 55","Fockedey, N.; Mees, J.; Buchholz, C.; Buchholz, F.; Feral, J.-P.; Gasol, P.; Heip, C.H.R.; Ianora, A.; Pinto, I.S.; Vincx, M.; Bellou, N.; Bennell, S.; Quigley, M.; Galil, B.; Grigorov, I.; Marboe, A.H.; Le Gall, L.; Noël, P.; Vyalova, O.; Lisovskaya, V.; Pérez Lloréns, J.L.; Porteiro, F.M.; McCurdy, W.; Nash, R.; Nikolic, V.; Rumohr, H.; Schiedek, D.; Skourtos, M.S.; ter Hofstede, R.; Spezzaferri, S.",2009,Tasting the wealth of seafood biodiversity in Europe - a MARBEF outreach initiative,"VLIZ Young Scientists' Day, Brugge, Belgium 6 March 2009: book of abstracts",VLIZ Special Publication,,,,,55,,
"<b>Carpentier, A.; Harrop, S.</b> (2009). Atlas des Habitats des ressources marines de la Manche Oriental. Charm II. IFREMER: [s.l.].  iv, 626 pp.","Carpentier, A.; Harrop, S.",2009,Atlas des Habitats des ressources marines de la Manche Oriental. Charm II,,,IFREMER,,,,"iv, 626",,
"<b>Verhagen, H.J.; d'Angremond, K.; van Roode, F.</b> (2009). Breakwaters and closure dams. 2nd edition. VSSD: Delft. ISBN 978-90-6562-173-3. xi, 392 pp.","Verhagen, H.J.; d'Angremond, K.; van Roode, F.",2009,Breakwaters and closure dams,,,VSSD,Delft,,,"xi, 392",,
"<b>Albores-Barajas, Y.V.; Soldatini, C.; Massa, B.</b> (2009). Breeding ecology of the Mediterranean subspecies of storm petrel <i>Hydrobates pelagicus melitensis</i>, <b><i>in</i></b>: Stienen, E. <i>et al.</i> <i>Seabird Group 10th International Conference Book of Abstracts, Brugge, Belgium 27-30 March 2009. VLIZ Special Publication,</i> 42: pp. 1","Albores-Barajas, Y.V.; Soldatini, C.; Massa, B.",2009,Breeding ecology of the Mediterranean subspecies of storm petrel <i>Hydrobates pelagicus melitensis</i>,"Seabird Group 10th International Conference Book of Abstracts, Brugge, Belgium 27-30 March 2009",VLIZ Special Publication,,,,,1,,
"<b>Chiapponi, M.; de Bruin, B.; Fehse, D.; Lorenz, F. (Ed.)</b> (2009). News on cowries and their allies: seven contributions to the knowledge of fossil and recent Cypraeidae, Eocypraeidae and Pediculariidae. <i>Acta Conchyliorum</i>, 10. ConchBooks: Hackenheim. ISBN 978-3-939767-23-7. 101 pp.","Chiapponi, M.; de Bruin, B.; Fehse, D.; Lorenz, F. (Ed.)",2009,"News on cowries and their allies: seven contributions to the knowledge of fossil and recent Cypraeidae, Eocypraeidae and Pediculariidae",,Acta Conchyliorum,ConchBooks,Hackenheim,10,,101,,
"<b>Afdeling Kust - Vlaamse Hydrografie</b> (2009). Getijtafels voor Nieuwpoort, Oostende, Zeebrugge, Vlissingen, Prosperpolder, Antwerpen en Wintam 2010 T.A.W.; Getijtafels voor Nieuwpoort, Oostende, Zeebrugge, Vlissingen, Prosperpolder, Antwerpen en Wintam 2010 L.A.T. Keerdruk. IVA Maritieme Dienstverlening en Kust: Brussel.  142 (T.A.W.); 136 (L.A.T.) pp.",Afdeling Kust - Vlaamse Hydrografie,2009,"Getijtafels voor Nieuwpoort, Oostende, Zeebrugge, Vlissingen, Prosperpolder, Antwerpen en Wintam 2010 T.A.W.; Getijtafels voor Nieuwpoort, Oostende, Zeebrugge, Vlissingen, Prosperpolder, Antwerpen en Wintam 2010 L.A.T.",,,IVA Maritieme Dienstverlening en Kust,Brussel,,,142 (T.A.W.); 136 (L.A.T.),,
