String,Authors,Year,Title,Book,Series,Publisher,City,Volume,Issue,Pagination,DOI
"<b>Strandenes, S.P.</b> (2012). Maritime freight markets, <b><i>in</i></b>: Talley, W.K. (Ed.) <i>The Blackwell companion to maritime economics.</i> pp. 107-120","Strandenes, S.P.",2012,Maritime freight markets,The Blackwell companion to maritime economics,,,,,,107-120,
"<b>Hill, M.N.</b> (1962). The sea: ideas and observations on progress in the study of the seas: volume i : physical oceanography. <i>The sea</i>, 1. Interscience publishers a division of John Wiley and Sons: New York.  864 pp.","Hill, M.N.",1962,The sea: ideas and observations on progress in the study of the seas: volume i : physical oceanography,,The sea,Interscience publishers a division of John Wiley and Sons,New York,1,,864,
(2003). Koninklijk besluit houdende de procedure tot vergunning en machtiging van bepaalde activiteiten in de zeegebieden onder de rechtsbevoegdheid van België. — Erratum. <i>B.S. 173(329)</i>: 47284,,2003,Koninklijk besluit houdende de procedure tot vergunning en machtiging van bepaalde activiteiten in de zeegebieden onder de rechtsbevoegdheid van België. — Erratum,,Belgisch Staatsblad = Moniteur belge,,,173,329,47284,
"<b>Schobben, M.; Foster, W.J.; Sleveland, A.R.V.; Zuchuat, V.; Svensen, H.H.; Planke, S.; Bond, D.P.G.; Marcelis, F.; Newton, R.J.; Wignall, P.B.; Poulton, S.W.</b> (2020). A nutrient control on marine anoxia during the end-Permian mass extinction. <i>Nature Geoscience 13(9)</i>: 640-646. <a href=""https://hdl.handle.net/10.1038/s41561-020-0622-1"" target=""_blank"">https://hdl.handle.net/10.1038/s41561-020-0622-1</a>","Schobben, M.; Foster, W.J.; Sleveland, A.R.V.; Zuchuat, V.; Svensen, H.H.; Planke, S.; Bond, D.P.G.; Marcelis, F.; Newton, R.J.; Wignall, P.B.; Poulton, S.W.",2020,A nutrient control on marine anoxia during the end-Permian mass extinction,,Nature Geoscience,,,13,9,640-646,https://hdl.handle.net/10.1038/s41561-020-0622-1
"<b>Hedley, C.</b> (1902). Scientific results of the trawling expedition of H.M.C.S. <i>Thetis</i>, off the coast of New South Wales in February and March, 1898. Mollusca. Part I. Brachiopoda and Pelecypoda. <i>Memoirs of the Australian Museum</i>, IV(5). Trustees of the Australian Museum: Sydney.  287-324 pp. <a href=""http://hdl.handle.net/10.3853/j.0067-1967.4.1902.1501"" target=""_blank"">http://hdl.handle.net/10.3853/j.0067-1967.4.1902.1501</a>","Hedley, C.",1902,"Scientific results of the trawling expedition of H.M.C.S. <i>Thetis</i>, off the coast of New South Wales in February and March, 1898. Mollusca. Part I. Brachiopoda and Pelecypoda",,Memoirs of the Australian Museum,Trustees of the Australian Museum,Sydney,IV,5,287-324,http://hdl.handle.net/10.3853/j.0067-1967.4.1902.1501
"<b>Smith, D.</b> (2010). Oyster: a world history. The History Press: Gloucestershire. ISBN 978-0-7524-5734-5. 255 pp.","Smith, D.",2010,Oyster: a world history,,,The History Press,Gloucestershire,,,255,
"<b>Farasyn, D.</b> (1993). Scheld en vloekwoorden in vroegere tijden. <i>De Plate 22(4)</i>: 112","Farasyn, D.",1993,Scheld en vloekwoorden in vroegere tijden,,"De Plate: Tijdschrift Heemkundige Kring ""De Plate""",,,22,4,112,
"<b>Chapman, V.J.</b> (1938). Studies in salt-marsh ecology sections I to III. <i>J. Ecol. 26(1)</i>: 144-179. <a href=""https://hdl.handle.net/10.2307/2256416"" target=""_blank"">https://hdl.handle.net/10.2307/2256416</a>","Chapman, V.J.",1938,Studies in salt-marsh ecology sections I to III,,Journal of Ecology,,,26,1,144-179,https://hdl.handle.net/10.2307/2256416
"<b>Roos, G.; Van Wassenbergh, S.; Herrel, A.; Adriaens, D.; Aerts, P.</b> (2010). Snout allometry in seahorses: Insights on optimisation of pivot feeding performance during ontogeny. <i>J. Exp. Biol. 213(13)</i>: 2184-2193. <a href=""https://dx.doi.org/10.1242/jeb.040972"" target=""_blank"">https://dx.doi.org/10.1242/jeb.040972</a>","Roos, G.; Van Wassenbergh, S.; Herrel, A.; Adriaens, D.; Aerts, P.",2010,Snout allometry in seahorses: Insights on optimisation of pivot feeding performance during ontogeny,,Journal of Experimental Biology,,,213,13,2184-2193,https://dx.doi.org/10.1242/jeb.040972
"<b>Van den Eede, E.</b> (1992). De milieuaspecten van het Zeekanaal: kwaliteit en sanering van de waterbodem. <i>Water 11(67)</i>: 222-226","Van den Eede, E.",1992,De milieuaspecten van het Zeekanaal: kwaliteit en sanering van de waterbodem,,Water: Tijdschrift over Waterproblematiek,,,11,67,222-226,
"<b>Conil, R.; Poty, E.; Simakov, K.V.; Streel, M.</b> (1982). Foramiminifères, spores et coraux du Famennien superieur et du Dinantien du Massif de l'Omolon (extreme-orient sovietique). <i>Ann. Soc. géol. Belg. (1968) 105(1)</i>: 145-160","Conil, R.; Poty, E.; Simakov, K.V.; Streel, M.",1982,"Foramiminifères, spores et coraux du Famennien superieur et du Dinantien du Massif de l'Omolon (extreme-orient sovietique)",,Annales de la Société géologique de Belgique,,,105,1,145-160,
"<b>Johansen, A.C.</b> (1915). Contributions to the biology of the plaice with special regard to the Danish plaice-fishery: VII. Marking experiments with plaice in the North Sea off the west coast of Jutland during the years 1906-1912, with supplementary observations on the previous Danish experiments. <i>Meddelelser fra Kommissionen for Havundersøgelser: serie Fiskeri</i>, IV(9). C.A. Reitzel: København.  59 pp.","Johansen, A.C.",1915,"Contributions to the biology of the plaice with special regard to the Danish plaice-fishery: VII. Marking experiments with plaice in the North Sea off the west coast of Jutland during the years 1906-1912, with supplementary observations on the previous Danish experiments",,Meddelelser fra Kommissionen for Havundersøgelser: serie Fiskeri,C.A. Reitzel,København,IV,9,59,
"<b>VLIZ Alien Species Consortium</b> (2020). <i>Gonionemus vertens</i> - Japanse kruiskwal, <b><i>in</i></b>: Verleye, T. <i>et al.</i> <i>Niet-inheemse soorten in het Belgisch deel van de Noordzee en aanpalende estuaria. VLIZ Special Publication,</i> 86: pp. 393-397",VLIZ Alien Species Consortium,2020,<i>Gonionemus vertens</i> - Japanse kruiskwal,Niet-inheemse soorten in het Belgisch deel van de Noordzee en aanpalende estuaria,VLIZ Special Publication,,,,,393-397,
"<b>Delgado-Blas, V.H.; Díaz-Díaz, O.</b> (2013). <i>Malacoceros longiseta</i>, a new species of Spionidae (Annelida: Polychaeta) from Venezuela. <i>Mar. Biodiv. 43(3)</i>: 181-187. <a href=""https://hdl.handle.net/10.1007/s12526-013-0144-9"" target=""_blank"">https://hdl.handle.net/10.1007/s12526-013-0144-9</a>","Delgado-Blas, V.H.; Díaz-Díaz, O.",2013,"<i>Malacoceros longiseta</i>, a new species of Spionidae (Annelida: Polychaeta) from Venezuela",,Marine Biodiversity,,,43,3,181-187,https://hdl.handle.net/10.1007/s12526-013-0144-9
"<b>Kullenberg, B.</b> (1947). The piston core sampler. <i>Svenska Hydrografisk-Biologiska Kommissionens Skrifter. Serie Hydrografi 1(2)</i>: 1-45","Kullenberg, B.",1947,The piston core sampler,,Svenska Hydrografisk-Biologiska Kommissionens Skrifter. Serie Hydrografi,,,1,2,1-45,
"<b>Dautzenberg, Ph.</b> (1894). Récolte malacologique de M. Ch. Alluaud aux environs de Diego-Suarez en 1893. <i> J. Conchyliol. XLII</i>: 89-112, plates III-IV","Dautzenberg, Ph.",1894,Récolte malacologique de M. Ch. Alluaud aux environs de Diego-Suarez en 1893,,Journal de Conchyliologie,,,XLII,,"89-112, plates III-IV",
"<b>Theilen, F.; Kögler, F.-C.; Van Bocxlaer, K.; De Batist, M.; Missiaen, T.; Ori, G.G.; Ollier, G.; McGee, T.M.; Brussaard, P.</b> (1992). GISP - Geophysical In-Situ Probe, <b><i>in</i></b>: Weydert, M. (Ed.) <i>European Conference on Underwater Acoustics.</i> pp. 481-484","Theilen, F.; Kögler, F.-C.; Van Bocxlaer, K.; De Batist, M.; Missiaen, T.; Ori, G.G.; Ollier, G.; McGee, T.M.; Brussaard, P.",1992,GISP - Geophysical In-Situ Probe,European Conference on Underwater Acoustics,,,,,,481-484,
"(1980). De Groene Band 40. <i>De Groene Band</i>, 40. [S.n.]: [s.l.].",,1980,De Groene Band 40,,De Groene Band,,,40,,,
"<b>Libes, S.M.</b> (2015). Blue Planet: the role of the oceans in nutrient cycling, maintaining the atmospheric system, and modulating climate change, <b><i>in</i></b>: Smith, H.D. <i>et al.</i> (Ed.) <i>Routledge handbook of ocean resources and management.</i> pp. 89-107","Libes, S.M.",2015,"Blue Planet: the role of the oceans in nutrient cycling, maintaining the atmospheric system, and modulating climate change",Routledge handbook of ocean resources and management,,,,,,89-107,
"<b>Baeyens, R.; Buysse, D.; Mouton, A.; Gelaude, E.; De Maerteleire, N.; Robberechts, K.; Jacobs, Y.; Van den Neucker, T.; Stevens, M.; Coeck, J.</b> (2013). Evaluatie van een ‘de Wit’-aanpassing bij een conventioneel vijzelgemaal: Isabellagemaal (Boekhoute). <i>Rapporten van het Instituut voor Natuur- en Bosonderzoek</i>, INBO.R.2013.14. Instituut voor Natuur- en Bosonderzoek (INBO): Brussel.  38 pp.","Baeyens, R.; Buysse, D.; Mouton, A.; Gelaude, E.; De Maerteleire, N.; Robberechts, K.; Jacobs, Y.; Van den Neucker, T.; Stevens, M.; Coeck, J.",2013,Evaluatie van een ‘de Wit’-aanpassing bij een conventioneel vijzelgemaal: Isabellagemaal (Boekhoute),,Rapporten van het Instituut voor Natuur- en Bosonderzoek,Instituut voor Natuur- en Bosonderzoek (INBO),Brussel,INBO.R.2013.14,,38,
"<b>Tilemans, E.</b> (1947). Het insectendodend poeder DDT. <i>Biol. Jb. Dodonaea 14</i>: 48-49","Tilemans, E.",1947,Het insectendodend poeder DDT,,Biologisch Jaarboek (Dodonaea),,,14,,48-49,
"<b>Vandenbruwaene, W.; Vanlede, J.; Plancke, Y.</b> (2015). On the short- and long-term SPM variations in the Scheldt estuary. IAHR: The Hague.  7 pp.","Vandenbruwaene, W.; Vanlede, J.; Plancke, Y.",2015,On the short- and long-term SPM variations in the Scheldt estuary,,,IAHR,The Hague,,,7,
Respiratory Physiology & Neurobiology. Elsevier: Amsterdam.  ISSN 1569-9048; e-ISSN 1878-1519,,2002,Respiratory Physiology & Neurobiology,,,Elsevier,Amsterdam,,,,
"<b>Blazewicz, M.; Józwiak, P.; Jennings, R.M.; Studzian, M.; Frutos, I.</b> (2019). Integrative systematics and ecology of a new deep-sea family of tanaidacean crustaceans. <i>NPG Scientific Reports 9(1)</i>: 70 pp. <a href=""https://hdl.handle.net/10.1038/s41598-019-53446-1"" target=""_blank"">https://hdl.handle.net/10.1038/s41598-019-53446-1</a>","Blazewicz, M.; Józwiak, P.; Jennings, R.M.; Studzian, M.; Frutos, I.",2019,Integrative systematics and ecology of a new deep-sea family of tanaidacean crustaceans,,Scientific Reports (Nature Publishing Group),,,9,1,70 pp,https://hdl.handle.net/10.1038/s41598-019-53446-1
"<b>Hansen, M.M.; Villanueva, B.; Nielsen, E.E.; Bekkevold, D.</b> (2007). Investigating the genetics of populations, <b><i>in</i></b>: Verspoor, E. <i>et al.</i> (Ed.) <i>The Atlantic salmon: genetics, conservation and management.</i> pp. 86-113","Hansen, M.M.; Villanueva, B.; Nielsen, E.E.; Bekkevold, D.",2007,Investigating the genetics of populations,"The Atlantic salmon: genetics, conservation and management",,,,,,86-113,
"<b>Mannocci, L.; Roberts, J.J.; Halpin, P.N.; Authier, M.; Boisseau, O.; Bradai, M.N.; Cañadas, A.; Chicote, C.A.; David, L.; Di Meglio, N.; Fortuna, C.M.; Frantzis, A.; Gazo, M.; Genov, T.; Hammond, P.S.; Holcer, D.; Kaschner, K.; Kerem, D.; Lauriano, G.; Lewis, T.; Notarbartolo di Sciara, G.; Panigada, S.; Raga, J.A.; Scheinin, A.P.; Ridoux, V.; Vella, A.; Vella, J.</b> (2018). Assessing cetacean surveys throughout the Mediterranean Sea: a gap analysis in environmental space. <i>NPG Scientific Reports 8(1)</i>: 14 pp. <a href=""https://hdl.handle.net/10.1038/s41598-018-19842-9"" target=""_blank"">https://hdl.handle.net/10.1038/s41598-018-19842-9</a>","Mannocci, L.; Roberts, J.J.; Halpin, P.N.; Authier, M.; Boisseau, O.; Bradai, M.N.; Cañadas, A.; Chicote, C.A.; David, L.; Di Meglio, N.; Fortuna, C.M.; Frantzis, A.; Gazo, M.; Genov, T.; Hammond, P.S.; Holcer, D.; Kaschner, K.; Kerem, D.; Lauriano, G.; Lewis, T.; Notarbartolo di Sciara, G.; Panigada, S.; Raga, J.A.; Scheinin, A.P.; Ridoux, V.; Vella, A.; Vella, J.",2018,Assessing cetacean surveys throughout the Mediterranean Sea: a gap analysis in environmental space,,Scientific Reports (Nature Publishing Group),,,8,1,14 pp,https://hdl.handle.net/10.1038/s41598-018-19842-9
"<b>Parker, R.W.; Blanchard, J.L.; Gardner, C.; Green, B.S.; Hartmann, K.; Tyedmers, P.H.; Watson, R.A.</b> (2018). Fuel use and greenhouse gas emissions of world fisheries. <i>Nat. Clim. Chang. 8(4)</i>: 333-337. <a href=""https://hdl.handle.net/10.1038/s41558-018-0117-x"" target=""_blank"">https://hdl.handle.net/10.1038/s41558-018-0117-x</a>","Parker, R.W.; Blanchard, J.L.; Gardner, C.; Green, B.S.; Hartmann, K.; Tyedmers, P.H.; Watson, R.A.",2018,Fuel use and greenhouse gas emissions of world fisheries,,Nature Climate Change,,,8,4,333-337,https://hdl.handle.net/10.1038/s41558-018-0117-x
"<b>Souche, E.L.; Hellemans, B.; Babbucci, M.; Macaoidh, E.; Guinand, B.; Bargelloni, L.; Chistiakov, D.; Patarnello, T.; Bonhomme, F.; Martinsohn, J.; Volckaert, F.A.M.</b> (2015). Range-wide population structure of European sea bass <i>Dicentrarchus labrax</i>. <i>Biol. J. Linn. Soc. 116(1)</i>: 86-105. <a href=""https://dx.doi.org/10.1111/bij.12572"" target=""_blank"">https://dx.doi.org/10.1111/bij.12572</a>","Souche, E.L.; Hellemans, B.; Babbucci, M.; Macaoidh, E.; Guinand, B.; Bargelloni, L.; Chistiakov, D.; Patarnello, T.; Bonhomme, F.; Martinsohn, J.; Volckaert, F.A.M.",2015,Range-wide population structure of European sea bass <i>Dicentrarchus labrax</i>,,Biological Journal of the Linnean Society,,,116,1,86-105,https://dx.doi.org/10.1111/bij.12572
"<b>Sandberg, L.</b> (1993). Project identification for inland transport activities on the Lower Mekong. <i>Bull. Perm. Int. Assoc. Navig. Congr. 81</i>: 20-28","Sandberg, L.",1993,Project identification for inland transport activities on the Lower Mekong,,Bulletin of the Permanent International Association of Navigation Congresses = Bulletin de l'Association Internationale Permanente des Congrès de Navigation,,,81,,20-28,
Journal of Environmental Science and Health Part A-Toxic/Hazardous Substances & Environmental Engineering. TAYLOR & FRANCIS INC: Philadelphia.  ISSN 1093-4529; e-ISSN 1532-4117,,300000,Journal of Environmental Science and Health Part A-Toxic/Hazardous Substances & Environmental Engineering,,,TAYLOR &amp; FRANCIS INC,Philadelphia,,,,
"<b>De Reu, J.; Deweirdt, E.; Crombé, P.; Bats, M.; Antrop, M.; De Maeyer, P.; De Smedt, P.; Finke, P.; Van Meirvenne, M.; Verniers, J.; Zwertvaegher, A.; Bourgeois, J.</b> (2011). Les tombelles de l'âge du bronze en Flandre sablonneuse (nord-ouest de la Belgique): un <i>status quaestionis</i>. <i>Archaeol. Korresp. Bl. 41(4)</i>: 491-505","De Reu, J.; Deweirdt, E.; Crombé, P.; Bats, M.; Antrop, M.; De Maeyer, P.; De Smedt, P.; Finke, P.; Van Meirvenne, M.; Verniers, J.; Zwertvaegher, A.; Bourgeois, J.",2011,Les tombelles de l'âge du bronze en Flandre sablonneuse (nord-ouest de la Belgique): un <i>status quaestionis</i>,,Archaeologisches Korrespondenzblatt,,,41,4,491-505,
"<b>Li, J.Y.; Notteboom, T.E.; Jacobs, W.</b> (2014). China in transition: institutional change at work in inland waterway transport on the Yangtze River. <i>J. Transp. Geogr. 40</i>: 17-28. <a href=""https://hdl.handle.net/10.1016/j.jtrangeo.2014.05.017"" target=""_blank"">https://hdl.handle.net/10.1016/j.jtrangeo.2014.05.017</a>","Li, J.Y.; Notteboom, T.E.; Jacobs, W.",2014,China in transition: institutional change at work in inland waterway transport on the Yangtze River,,Journal of Transport Geography,,,40,,17-28,https://hdl.handle.net/10.1016/j.jtrangeo.2014.05.017
"<b>von Salvini-Plawen, L.</b> (1971). Schelpdragers, <b><i>in</i></b>: Grzimek, B. <i>et al.</i> (Ed.) <i>Het leven der dieren: encyclopedie van het dierenrijk: 3. Weekdieren en stekelhuidigen.</i> pp. 47-49","von Salvini-Plawen, L.",1971,Schelpdragers,Het leven der dieren: encyclopedie van het dierenrijk: 3. Weekdieren en stekelhuidigen,Het leven der dieren: encyclopedie van het dierenrijk,,,,,47-49,
"<b>Deunff, J.</b> (1969). Un cas de tératologie chez <i>Portunus puber</i>  (L. 1767) (Crustacea, Portunidae) (1). <i>Bull. Soc. sci. Bretagne XLIV</i>: 173-176","Deunff, J.",1969,"Un cas de tératologie chez <i>Portunus puber</i>  (L. 1767) (Crustacea, Portunidae) (1)",,Bulletin de la Société Scientifique de Bretagne,,,XLIV,,173-176,
"<b>International Marine and Dredging Consultants; Deltares</b> (2011). Ontwikkelingszone Saeftinghe - hydraulisch, sedimentologisch en morfologisch onderzoek: deelrapport 6. Calibratie sediment Saeftinghedokmodel. Versie 3.0. Gemeentelijk Havenbedrijf Antwerpen: Antwerpen.  XI, 234 pp.",International Marine and Dredging Consultants; Deltares,2011,"Ontwikkelingszone Saeftinghe - hydraulisch, sedimentologisch en morfologisch onderzoek: deelrapport 6. Calibratie sediment Saeftinghedokmodel",,,Gemeentelijk Havenbedrijf Antwerpen,Antwerpen,,,"XI, 234",
Smithiana Monograph. South African Institute for Aquatic Biodiversity: Grahamstown.  ISSN 1813-7458,,2004,Smithiana Monograph,,,South African Institute for Aquatic Biodiversity,Grahamstown,,,,
"<b>Spronck, M.</b> (1970). Propulsion en sections limitées, croisement et trémâtage, <b><i>in</i></b>: Spronck, R. (1974). <i>Actes du colloque international sur la navigation dans les voies d'eau de sections limitées, Liège, 20-22 avril 1970. Les congrès et colloques de l'université de Liège,</i> : pp. 73-80","Spronck, M.",1970,"Propulsion en sections limitées, croisement et trémâtage","Actes du colloque international sur la navigation dans les voies d'eau de sections limitées, Liège, 20-22 avril 1970",Les congrès et colloques de l'université de Liège,,,,,73-80,
"<b>Leloup, E.; Polk, P.</b> (1966). Les bacteries marines du littoral Belge. IV. La salissure d'une plaque en tufnol immergée dans le port d'Ostende. [S.n.]: [s.l.].  bijlages + 5 pp.","Leloup, E.; Polk, P.",1966,Les bacteries marines du littoral Belge. IV. La salissure d'une plaque en tufnol immergée dans le port d'Ostende,,,,,,,bijlages + 5,
"<b>Lemetayer, G.</b> (2005). Historique des concessions sur l'estran de la Baie du Mont-Saint-Michel, <b><i>in</i></b>: Barré, É. <i>et al.</i> (Ed.) <i>Ils Vivent avec le Rivage: Pêche Côtière et Exploitation du Littoral. Colloque du Musée maritime de l'île Tatihou (29 juin - 1er juillet 2000). Histoire Maritime,</i> 2: pp. 207-218","Lemetayer, G.",2005,Historique des concessions sur l'estran de la Baie du Mont-Saint-Michel,Ils Vivent avec le Rivage: Pêche Côtière et Exploitation du Littoral. Colloque du Musée maritime de l'île Tatihou (29 juin - 1er juillet 2000),Histoire Maritime,,,,,207-218,
Aswm technical report.,,,Aswm technical report,,,,,,,,
"<b>Rigo, P.; Wolters, M. (Ed.)</b> (2013). PIANC - SMART Rivers Conference 2013, 23 - 27 September 2013 - Maastricht / Liège: Proceedings. PIANC: Brussels. ISBN 978-2-87223-209-3. 566 pp.","Rigo, P.; Wolters, M. (Ed.)",2013,"PIANC - SMART Rivers Conference 2013, 23 - 27 September 2013 - Maastricht / Liège: Proceedings",,,PIANC,Brussels,,,566,
