String,Authors,Year,Title,Book,Series,Publisher,City,Volume,Issue,Pagination
"Spry, J.F. (1964). The sea shells of Dar es Salaam: Part 2: Pelecypoda (Bivalves). <em>Tanganyika Notes and Records.</em> 63.","Spry, J.F.",1964,The sea shells of Dar es Salaam: Part 2: Pelecypoda (Bivalves),,Tanganyika Notes and Records,,,,,63
"Ssaweljev, S. (1912). Zur Kenntnis der freilebenden Nematoden des Kolafjords und des Relictensee Mogilnoje. <em>Travaux de la Société (Impériales) des Naturalistes de Saint-Petersbourg.</em> 42(2-3): 108-126.","Ssaweljev, S.",1912,Zur Kenntnis der freilebenden Nematoden des Kolafjords und des Relictensee Mogilnoje.,,Travaux de la Société (Impériales) des Naturalistes de Saint-Petersbourg,,,42,2-3,108-126
"Stackhouse, J. (1797). Nereis britannica, continens species omnes fucorum in insulis Britannicis crescentium, descriptione latina et anglica, necnon iconibus ad vivum depictis: 2. [Nereis britannica, containing all the species of fuci, natives of the British coasts: with a description in English and Latin, and plates coloured from nature]. <em>S. Hazard: Bath, UK.</em> ix-xxiv, 31-70 pp.","Stackhouse, J.",1797,"Nereis britannica, continens species omnes fucorum in insulis Britannicis crescentium, descriptione latina et anglica, necnon iconibus ad vivum depictis: 2. [Nereis britannica, containing all the species of fuci, natives of the British coasts: with a description in English and Latin, and plates coloured from nature].",,"S. Hazard: Bath, UK.",,,,,"IX-XXIV, 31-70"
Statistical books - Eurostat. Publications Office of the European Union: Luxembourg.  ISSN 2363-1716,,,Statistical books - Eurostat,,,Publications Office of the European Union,Luxembourg,,,
"Stauffer, H. (1924). Zur Kenntnis der Nematodengattung Rhanbdogaster. <em>Zoologische Jahrbuecher. Abteilung fuer Systematiks.</em> 49: 119-130.","Stauffer, H.",1924,Zur Kenntnis der Nematodengattung Rhanbdogaster,,Zoologische Jahrbuecher. Abteilung fuer Systematiks,,,49,,119-130
"Stegenga, H. (1998). Nieuw gevestigde soorten van het geslacht Polysiphonia (Rhodophyta, Rhodomelaceae) in Zuidwest-Nederland. <em>Gorteria.</em> 24: 149-156.","Stegenga, H.",1998,"Nieuw gevestigde soorten van het geslacht Polysiphonia (Rhodophyta, Rhodomelaceae) in Zuidwest-Nederland",,Gorteria,,,24,,149-156
"Steiner, G. (1915). Freilebende marine Nematoden von der Küste Sumatras. <em>Zool. Jb. (Syst.).</em> 38 (3-4): 223-244.","Steiner, G.",1915,Freilebende marine Nematoden von der Küste Sumatras,,Zool. Jb. (Syst.),,,38,3-4,223-244
"Stekhoven, J. H. S. (1935). Nematoda: Systematischer Teil, Nematoda errantia. <em>Tierwelt N. u. Ostsee.</em> 5b : 1-173.","Stekhoven, J. H. S.",1935,"Nematoda: Systematischer Teil, Nematoda errantia",,Tierwelt N. u. Ostsee,,,5b,,1-173
"Sterrer, W. (1966). Gnathostomula paradoxa und Vertreter von Pterognathia (ein neues Gnathostomuliden-Genus) von der schwedischen Westküste. <em>Arkiv för Zoologi.</em> Serie 2, 18(16): 405-413.","Sterrer, W.",1966,Gnathostomula paradoxa und Vertreter von Pterognathia (ein neues Gnathostomuliden-Genus) von der schwedischen Westküste,,Arkiv för Zoologi,,,18,16,405-413
"Sterrer, W. (1991). <i>Triplignathia adriatica</i>, new genus and species, and a typology of mouth parts in Austrognathiidae (Ganthostomulida). <em>Proc. Biol. Soc. Wash.</em> 104(3): 640-646.","Sterrer, W.",1991,"<i>Triplignathia adriatica</i>, new genus and species, and a typology of mouth parts in Austrognathiidae (Ganthostomulida)",,Proc. Biol. Soc. Wash.,,,104,3,640-646
"Sterrer, W. (2001). Gnathostomulida from Australia and Papua New Guinea. <em>Cah. Biol. Mar.</em> 42(4): 363-395.","Sterrer, W.",2001,Gnathostomulida from Australia and Papua New Guinea,,Cah. Biol. Mar.,,,42,4,363-395
"Steyaert, M.; Garner, N.; Van Gansbeke, D.; Vincx, M. (1999). Nematode communities from the North Sea: environmental controls on species diversity and vertical distribution within the sediment. <em>Journal of the Marine Biological Association of the UK.</em> 79(2): 253-264.","Steyaert, M.; Garner, N.; Van Gansbeke, D.; Vincx, M.",1999,Nematode communities from the North Sea: environmental controls on species diversity and vertical distribution within the sediment,,Journal of the Marine Biological Association of the UK,,,79,2,253-264
"Steyaert, M.; Herman, P.; Moens, T.; Widdows, J.; Vincx, M. (2001). Tidal migration of nematodes on an estuarine tidal flat (the Molenplaat, Schelde Estuary, SW Netherlands). <em>Marine Ecology Progress Series.</em> 224: 299-304.","Steyaert, M.; Herman, P.; Moens, T.; Widdows, J.; Vincx, M.",2001,"Tidal migration of nematodes on an estuarine tidal flat (the Molenplaat, Schelde Estuary, SW Netherlands)",,Marine Ecology Progress Series,,,224,,299-304
"Steyaert, M.; Moodley, L.; Vanaverbeke, J.; Vandewiele, S.; Vincx, M. (2005). Laboratory experiments on the infaunal activity of intertidal nematodes. <em>Hydrobiologia.</em> 540(1-3): 217-223.","Steyaert, M.; Moodley, L.; Vanaverbeke, J.; Vandewiele, S.; Vincx, M.",2005,Laboratory experiments on the infaunal activity of intertidal nematodes,,Hydrobiologia,,,540,1-3,217-223
"Steyaert, M.; Vanaverbeke, J.; Vanreusel, A.; Barranguet, C.; Lucas, C.; Vincx, M. (2003). The importance of fine-scale, vertical profiles in characterising nematode community structure. <em>Estuarine, Coastal and Shelf Science.</em> 58(2): 353-366.","Steyaert, M.; Vanaverbeke, J.; Vanreusel, A.; Barranguet, C.; Lucas, C.; Vincx, M.",2003,"The importance of fine-scale, vertical profiles in characterising nematode community structure",,"Estuarine, Coastal and Shelf Science",,,58,2,353-366
"Stock, J. H. (1958). Pycnogonida from the Mediterranean coast of Israel. <em>The bulletin of the Research Council of Israel.</em> 7B(3-4): 137-142.","Stock, J. H.",1958,Pycnogonida from the Mediterranean coast of Israel.,,The bulletin of the Research Council of Israel,,,7B,3-4,137-142
"Stock, J. H. (1997). Pycnogonida collected in recent years around New Caledonia and Vanuatu. <em>in: Crosnier, A. (Ed.) Résultats des Campagnes MUSORSTOM 18. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 176: 389-409.","Stock, J. H.",1997,Pycnogonida collected in recent years around New Caledonia and Vanuatu,Résultats des Campagnes MUSORSTOM 18,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",,,176,,389-409
"Streftaris, N.; Zenetos, A.; Papathanassiou, E. (2005). Globalisation in marine ecosystems: the story of non-indigenous marine species across European seas. <em>Oceanogry and Marine Biology: an Annual Review.</em> 43: 419-453.","Streftaris, N.; Zenetos, A.; Papathanassiou, E.",2005,Globalisation in marine ecosystems: the story of non-indigenous marine species across European seas,,Oceanogry and Marine Biology: an Annual Review,,,43,,419-453
Strength of Materials. Springer: New York.  ISSN 0039-2316; e-ISSN 1573-9325,,,Strength of Materials,,,Springer,New York,,,
Structural Dynamics. AMER INST PHYSICS: Melville.  ISSN 2329-7778,,,Structural Dynamics,,,AMER INST PHYSICS,Melville,,,
"Suzuki, N.; Not, F. (2015). Biology and Ecology of Radiolaria, in: Ohtsuka, S. et al. (Ed.). <em>Marine Protists: Diversity and dynamics.</em> 179-222.","Suzuki, N.; Not, F.",2015,"Biology and Ecology of Radiolaria, in: Ohtsuka, S. et al. (Ed.)",Marine Protists: Diversity and dynamics,,,,,,179-222
"Swedmark, B. (1952). Note préliminaire sur un polychète sédentaire aberrant, Psammodrilus balanoglossoides, n.gen., n.sp. <em>Arkiv för Zoologi.</em> 4(8): 159-162.","Swedmark, B.",1952,"Note préliminaire sur un polychète sédentaire aberrant, Psammodrilus balanoglossoides, n.gen., n.sp",,Arkiv för Zoologi,,,4,8,159-162
"Swedmark, B. (1954). Description de Paraturbanella teissieri, n. sp. (Gastrotriche Macrodasyoide). <em>Bulletin de la Société zoologique de France.</em> 79: 46-49, 2 figs.","Swedmark, B.",1954,"Description de Paraturbanella teissieri, n. sp. (Gastrotriche Macrodasyoide).",,Bulletin de la Société zoologique de France.,,,79,,"46-49, 2 figs."
"Szidat, L. (1954). Trematodes nuevos de peces de agua dulce de la República Argentina y un intento para aclarar su carácter marino. <em>Revista del Instituto Nacional de Investigación de las Ciencias Naturales y Museo Argentio de Ciencias Naturales ""Bernardino Rivadavia"" Buenos Aires.  Ciencias Zoológicas.</em> 3, 1-85.","Szidat, L.",1954,Trematodes nuevos de peces de agua dulce de la República Argentina y un intento para aclarar su carácter marino.,,Revista del Instituto Nacional de Investigación de las Ciencias Naturales y Museo Argentio de Ciencias Naturales,,,3,,1-85
"Taheri, M.; Braeckman, U.; Vincx, M.; Vanaverbeke, J. (2014). Effect of short-term hypoxia on marine nematode community structure and vertical distribution pattern in three different sediment types of the North Sea. <em>Marine Environmental Research.</em> 99: 149-159.","Taheri, M.; Braeckman, U.; Vincx, M.; Vanaverbeke, J.",2014,Effect of short-term hypoxia on marine nematode community structure and vertical distribution pattern in three different sediment types of the North Sea,,Marine Environmental Research,,,99,,149-159
"Tanita, S. (1963). Report on the non-calcareous sponges in the museum of the Biological Institute of the Tôhoku University. Part II. <em>Science Reports of the Tôhoku Imperial University.</em> 4 (19): 121-129.","Tanita, S.",1963,Report on the non-calcareous sponges in the museum of the Biological Institute of the Tôhoku University. Part II.,,Science Reports of the Tôhoku Imperial University,,,4,19,121-129
"Tassia, M. G.; Cannon, J. T.; Konikoff, C. E.; Shenkar, N.; Halanych, K. M.; Swalla, B. J. (2016). The Global Diversity of Hemichordata. <em>PLOS ONE.</em> 11(10): e0162564.","Tassia, M. G.; Cannon, J. T.; Konikoff, C. E.; Shenkar, N.; Halanych, K. M.; Swalla, B. J.",2016,The Global Diversity of Hemichordata,,PLOS ONE,,,11,10,e0162564
"Tattersall, W. M. (1911). Schizopodous Crustacea from the northeast Atlantic slope. <em>Second supplement. Fisheries, Ireland, Sci. Invest. 1910.</em> II: 1-77, plates I-VIII.","Tattersall, W. M.",1911,Schizopodous Crustacea from the northeast Atlantic slope,,"Second supplement. Fisheries, Ireland, Sci. Invest. 1910",,,II,,"1-77, plates I-VIII"
"Tauber, P. (1879). Annulata Danica. En Kritisk Revision af de i Danmark Fundne Annulata Chaetognatha, Gephyrea, Balanoglossi, Discophoreae, Oligochaeta, Gymnocopa og Polychaeta. <em>Reitzel. K benhavn.</em> 1-143.","Tauber, P.",1879,"Annulata Danica. En Kritisk Revision af de i Danmark Fundne Annulata Chaetognatha, Gephyrea, Balanoglossi, Discophoreae, Oligochaeta, Gymnocopa og Polychaeta.",,Reitzel. K benhavn.,,,,,1-143
"Tavares, M. (1997). Crustacea Decapoda: Cyclodorippidae récoltés dans l'archipel de Vanuatu (Brachyura). <em>in: Crosnier, A. (Ed.) Résultats des Campagnes MUSORSTOM 18. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 176: 261-270.","Tavares, M.",1997,Crustacea Decapoda: Cyclodorippidae récoltés dans l'archipel de Vanuatu (Brachyura),Résultats des Campagnes MUSORSTOM 18,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",,,176,,261-270
"Tchesunov, A. V.; Ingels, J.; Popova, E. V. (2012). Marine free-living nematodes associated with symbiotic bacteria in deep-sea canyons of north-east Atlantic Ocean. <em>Journal of the Marine Biological Association of the United Kingdom.</em> 92(06): 1257-1271.","Tchesunov, A. V.; Ingels, J.; Popova, E. V.",2012,Marine free-living nematodes associated with symbiotic bacteria in deep-sea canyons of north-east Atlantic Ocean,,Journal of the Marine Biological Association of the United Kingdom,,,92,06,1257-1271
"Tchesunov, A. V.; Miljutina, M. A. (2008). A new free-living nematode Intasia monohystera gen. n., sp. n. (Nematoda, Araeolaimida, Diplopeltidae) from the Barents Sea and the White Sea, with a key to genera of Diplopeltidae. <em>Rus. J. Nematol.</em> 16(1): 33-48.","Tchesunov, A. V.; Miljutina, M. A.",2008,"A new free-living nematode Intasia monohystera gen. n., sp. n. (Nematoda, Araeolaimida, Diplopeltidae) from the Barents Sea and the White Sea, with a key to genera of Diplopeltidae",,Rus. J. Nematol.,,,16,1,33-48
"Terenko, L. M.; Terenko, G. V. (2000). Species diversity of the plankton phytocenosis in the Odessa Bay of the Black Sea. <em>Ekologia Morya.</em> 52: 56-59. (in Russian).","Terenko, L. M.; Terenko, G. V.",2000,Species diversity of the plankton phytocenosis in the Odessa Bay of the Black Sea.,,Ekologia Morya,,,52,,56-59
"Terlizzi, A.; Scuderi, D.; Fraschetti, S.; Anderson, M. J. (2005). Quantifying effects of pollution on biodiversity: a case study of highly diverse molluscan assemblages in the Mediterranean. <em>Marine Biology.</em> 148, 293-305.","Terlizzi, A.; Scuderi, D.; Fraschetti, S.; Anderson, M. J.",2005,Quantifying effects of pollution on biodiversity: a case study of highly diverse molluscan assemblages in the Mediterranean,,Marine Biology,,,148,,293-305
The New Naturalist.,,,The New Naturalist,,,,,,,
"Thiel, H. (1962). Clavopsella quadranularia nov. spec. (Clavopsellidae nov. fam.), ein neuer Hydroidpolyp aus der Ostsee und seine phylogenetische Bedeutung. <em>Zeitschrift für Morphologie und Ökologie der Tiere.</em> 51(2): 227-260.","Thiel, H.",1962,"Clavopsella quadranularia nov. spec. (Clavopsellidae nov. fam.), ein neuer Hydroidpolyp aus der Ostsee und seine phylogenetische Bedeutung",,Zeitschrift für Morphologie und Ökologie der Tiere,,,51,2,227-260
"Thomas, P.A. (1968). Studies on Indian sponges-II. Two new species of silicious sponges belonging to the genera <i>Aka</i> de Laubenfels and <i>Damirina</i> Burton. <em>Journal of the Marine Biological Association of India.</em> 10(2): 250-254.","Thomas, P.A.",1968,Studies on Indian sponges-II. Two new species of silicious sponges belonging to the genera <i>Aka</i> de Laubenfels and <i>Damirina</i> Burton.,,Journal of the Marine Biological Association of India,,,10,2,250-254
"Thomas, P.A. (1968). Studies on Indian sponges-IV. Additions to the genus <i>Corticum</i> Schmidt with notes on the distribution of <i>C. candelabrum</i> Schmidt. <em>Journal of the Marine Biological Association of India.</em> 10(2): 260-263.","Thomas, P.A.",1968,Studies on Indian sponges-IV. Additions to the genus <i>Corticum</i> Schmidt with notes on the distribution of <i>C. candelabrum</i> Schmidt.,,Journal of the Marine Biological Association of India,,,10,2,260-263
"Thomas, P.A. (1970). Studies on Indian sponges-VII. Two new records and a new species of the genus <i>Plakina</i> Schulze (Carnosida: Halinidae) from the Indian region. <em>Journal of the Marine Biological Association of India.</em> 12(1-2): 51-56.","Thomas, P.A.",1970,Studies on Indian sponges-VII. Two new records and a new species of the genus <i>Plakina</i> Schulze (Carnosida: Halinidae) from the Indian region.,,Journal of the Marine Biological Association of India,,,12,1-2,51-56
"Thomas, P.A. (1974). A new genus and species (<i>Quasimella indica</i>) of Demospongiae from Indian seas. <em>Journal of the Marine Biological Association of India.</em> 16 (1): 311-313.","Thomas, P.A.",1974,A new genus and species (<i>Quasimella indica</i>) of Demospongiae from Indian seas.,,Journal of the Marine Biological Association of India,,,16,1,311-313
"Thomson, C.G. (1857). Arter af slägtet Omalium, funna i Sverige. <em>Öfvers. K. Vetensk.-Akad. Förh.</em> 13(1856)</i>: 223-228.","Thomson, C.G.",1857,"Arter af slägtet Omalium, funna i Sverige",,Öfvers. K. Vetensk.-Akad. Förh.,,,13,1856,223-228
"Thomson, G.M. (1880). New species of Crustacea from New Zealand. <em>The Annals and Magazine of Natural History.</em> Series 5, 6 (31): 1-6.","Thomson, G.M.",1880,New species of Crustacea from New Zealand,,The Annals and Magazine of Natural History,,,"Series 5, 6",31,1-6
"Thum, E. (1903). Bericht über eine Sammlung trockener Chalineen-Skelete aus dem Brüsseler Museum. <em>Annales de la Societé Royale Zoologique et Malacologique de Belgique.</em> 38: 9-12.","Thum, E.",1903,Bericht über eine Sammlung trockener Chalineen-Skelete aus dem Brüsseler Museum.,,Annales de la Societé Royale Zoologique et Malacologique de Belgique,,,38,,9-12
"Thun, W. V.; Riemann, F. (1967). Echinotheristus nov. gen. (freilebende Nematoden: Monhysteridae) aus sublitoralem Grobsand der Nordsee. <em>Veröff. Inst. Meeresforsch. Bremerh.</em> 10: 227-237.","Thun, W. V.; Riemann, F.",1967,Echinotheristus nov. gen. (freilebende Nematoden: Monhysteridae) aus sublitoralem Grobsand der Nordsee,,Veröff. Inst. Meeresforsch. Bremerh.,,,10,,227-237
"Tillier, L.; Bavay, A. (1905). Les mollusques testaces du Canal de Suez. <em>Bulletin de la Societe Zoologique de France.</em> 30: 170-181.","Tillier, L.; Bavay, A.",1905,Les mollusques testaces du Canal de Suez,,Bulletin de la Societe Zoologique de France,,,30,,170-181
"Tita, G.; Desrosiers, G.; Vincx, M.; Gagné, J.-P.; Locat, J. (2001). Diversity and vertical distribution of nematode assemblages: the Saguenay fjord (Quebec, Canada). <em>Cah. Biol. Mar.</em> 42(3): 263-274.","Tita, G.; Desrosiers, G.; Vincx, M.; Gagné, J.-P.; Locat, J.",2001,"Diversity and vertical distribution of nematode assemblages: the Saguenay fjord (Quebec, Canada)",,Cah. Biol. Mar.,,,42,3,263-274
"Tita, G.; Vincx, M.; Desrosiers, G. (1999). Size spectra, body width and morphotypes of intertidal nematodes: an ecological interpretation. <em>J. Mar. Biol. Ass. U.K.</em> 79(6): 1007-1015.","Tita, G.; Vincx, M.; Desrosiers, G.",1999,"Size spectra, body width and morphotypes of intertidal nematodes: an ecological interpretation",,J. Mar. Biol. Ass. U.K.,,,79,6,1007-1015
"Todaro, M.A. & R. Huys. (1998). La meiofauna delle Secche della Meloria: osservazioni su un nuovo Leptastacidae (Copepoda, Harpacticoida).  Meiofauna from the Meloria Shoals: observations on a new Leptastacidae (Copepoda, Harpacticoida). <em>Biologia Marina Mediterranea.</em> 5(1): 591-595.","Todaro, M.A. & R. Huys",1998,"La meiofauna delle Secche della Meloria: osservazioni su un nuovo Leptastacidae (Copepoda, Harpacticoida).  Meiofauna from the Meloria Shoals: observations on a new Leptastacidae (Copepoda, Harpacticoida).",,Biologia Marina Mediterranea,,,5,1,591-595
