String,Author,Year,Title,Book,Journal,Volume,Issue,Pagination
"Huys, R., G.A. Boxshall & R.J. Lincoln. (1994). The tantulocarid life cycle: the circle closed?. <em>Journal of Crustacean Biology.</em> 13(3):432-442.","Huys, R., G.A. Boxshall & R.J. Lincoln",1994,The tantulocarid life cycle: the circle closed?,,Journal of Crustacean Biology,13,3,432-442
"Huys, R., J. Llewellyn-Hughes, P.D. Olson & K. Nagasawa. (2006). Small subunit rDNA and Bayesian inference reveal Pectenophilus ornatus (Copepoda incertae sedis) as highly transformed Mytilicolidae, and support assignment of Chondracanthidae and Xarifiidae to Lichomolgoidea (Cyclopoida). <em>Biological Journal of the Linnean Society.</em> 87(3): 403-425.","Huys, R., J. Llewellyn-Hughes, P.D. Olson & K. Nagasawa",2006,"Small subunit rDNA and Bayesian inference reveal Pectenophilus ornatus (Copepoda incertae sedis) as highly transformed Mytilicolidae, and support assignment of Chondracanthidae and Xarifiidae to Lichomolgoidea (Cyclopoida).",,Biological Journal of the Linnean Society,87,3,403-425
"Huys, R., J. Llewellyn-Hughes, S. Conroy-Dalton, P.D. Olson, J.N. Spinks & D.A. Johnston. (2007). Extraordinary host switching in siphonostomatoid copepods and the demise of the Monstrilloida: Integrating molecular data, ontogeny and antennulary morphology. <em>Molecular Phylogenetics and Evolution.</em> 43(2): 368-378.","Huys, R., J. Llewellyn-Hughes, S. Conroy-Dalton, P.D. Olson, J.N. Spinks & D.A. Johnston",2007,"Extraordinary host switching in siphonostomatoid copepods and the demise of the Monstrilloida: Integrating molecular data, ontogeny and antennulary morphology.",,Molecular Phylogenetics and Evolution,43,2,368-378
"Huys, R., J.Y. Bodiou & P. Bodin. (1996). A revision of Psamathea (Harpacticoida: Leptastacidae) with description of P. brittanica sp. nov. <em>Vie et Milieu.</em> 46(1): 7-19.","Huys, R., J.Y. Bodiou & P. Bodin",1996,A revision of Psamathea (Harpacticoida: Leptastacidae) with description of P. brittanica sp. nov.,,Vie et Milieu,46,1,Jul-19
"Huys, R., N. Møbjerg & R.M. Kristensen. (1997). New tantulocarid Polynyapodella ambrosei gen. et sp., (Basipodellidae) from the Northeast Water Polynya (Greenland) with emphasis on the phylogeny of its host genus Cervinia (Copepoda: Harpacticoida). <em>Cahiers de Biologie Marine.</em> 38(3):181-199.","Huys, R., N. Møbjerg & R.M. Kristensen",1997,"New tantulocarid Polynyapodella ambrosei gen. et sp., (Basipodellidae) from the Northeast Water Polynya (Greenland) with emphasis on the phylogeny of its host genus Cervinia (Copepoda: Harpacticoida)",,Cahiers de Biologie Marine,38,3,181-199
"Huys, R., P.F. Andersen & R.M. Kristensen. (1992). Tantulacus hoegi gen. et sp. nov. (Tantulocarida: Deoterthridae) from the meiobenthos of the Faroe Bank, North Atlantic. Sarsia, Bergen 76:287-297.","Huys, R., P.F. Andersen & R.M. Kristensen",1992,"Tantulacus hoegi gen. et sp. nov. (Tantulocarida: Deoterthridae) from the meiobenthos of the Faroe Bank, North Atlantic.",,"Sarsia, Bergen",76,,287-297
"Huys, R., P.J. Lopez-Gonzalez, E. Roldan & A.A. Luque. (2002). Brooding in cocculiniform limpets (Gastropoda) and familial distinctiveness of the Nucellicolidae (Copepoda): misconceptions reviewed from a chitonophilid perspective. <em>Biological Journal of the Linnean Society.</em> 75(2):187-217.","Huys, R., P.J. Lopez-Gonzalez, E. Roldan & A.A. Luque",2002,Brooding in cocculiniform limpets (Gastropoda) and familial distinctiveness of the Nucellicolidae (Copepoda): misconceptions reviewed from a chitonophilid perspective.,,Biological Journal of the Linnean Society,75,2,187-217
"Huys, R., P.M.J. Herman, C.H.R. Heip & K. Soetaert. (1992). The meiobenthos of the North sea: density, biomass trends and distribution of copepod communities. ICES (International Council for the Exploration of the Sea) Journal of Marine Science 49(1):23-44.","Huys, R., P.M.J. Herman, C.H.R. Heip & K. Soetaert",1992,"The meiobenthos of the North sea: density, biomass trends and distribution of copepod communities.",,ICES (International Council for the Exploration of the Sea) Journal of Marine Science,49,1,23-44
"Huys, R., R. Herman & C. Heip. (1986). Seasonal fluctuations in vertical distribution and breeding activity of a subtidal harpacticoid community in the southern bight, North sea. <em>Netherlands Journal of Sea Research.</em> 20(4): 375-383.","Huys, R., R. Herman & C. Heip",1986,"Seasonal fluctuations in vertical distribution and breeding activity of a subtidal harpacticoid community in the southern bight, North sea.",,Netherlands Journal of Sea Research,20,4,375-383
"Huys, R., S. Ohtsuka & G.A. Boxshall. (1994). A new tantulocaridan (Crustacea: Maxillopoda) parasitic on calanoid, harpacticoid and cyclopoid copepods. Publications of the Seto Marine Biological Laboratory 36(4):197-209, fig.1-4, tab.1.","Huys, R., S. Ohtsuka & G.A. Boxshall",1994,"A new tantulocaridan (Crustacea: Maxillopoda) parasitic on calanoid, harpacticoid and cyclopoid copepods.",,Publications of the Seto Marine Biological Laboratory,36,4,"197-209, fig.1-4, tab.1"
"Huys, R., S. Ohtsuka, G.A. Boxshall & Tatsunori Itô. (1992). Itoitantulus misophricola gen. et sp. nov.: first record of Tantulocarida (Crustacea: Maxillipoda) in the North Pacific region. Zoological Science, Tokyo 9(4):875-886.","Huys, R., S. Ohtsuka, G.A. Boxshall & Tatsunori Itô",1992,Itoitantulus misophricola gen. et sp. nov.: first record of Tantulocarida (Crustacea: Maxillipoda) in the North Pacific region.,,"Zoological Science, Tokyo",9,4,875-886
"Huys, R., S. Ohtsuka, S. Conroy-Dalton & Y. Kikuchi. (2005). Description of two new species of Neotachidius Shen & Tai, 1963 (Copepoda, Harpacticoida, Tachidiidae) from Korean brackish waters and proposal of a new genus for Tachidius (Tachidius) vicinospinalis Shen & Tai, 1964. <em>Zoological Journal of the Linnean Society.</em> 143(1): 133-159.","Huys, R., S. Ohtsuka, S. Conroy-Dalton & Y. Kikuchi",2005,"Description of two new species of Neotachidius Shen & Tai, 1963 (Copepoda, Harpacticoida, Tachidiidae) from Korean brackish waters and proposal of a new genus for Tachidius (Tachidius) vicinospinalis Shen & Tai, 1964",,Zoological Journal of the Linnean Society,143,1,133-159
"Huys, R.; Coomans, A. (1989). Echinoderes higginsi sp.n. (Kinorhyncha, Cyclorhagida) from the southern North Sea with a key to the genus Echinoderes Claparede. <em>Zoologica Scripta.</em> 18(2): 211-221.","Huys, R.; Coomans, A.",1989,"Echinoderes higginsi sp.n. (Kinorhyncha, Cyclorhagida) from the southern North Sea with a key to the genus Echinoderes Claparede",,Zoologica Scripta,18,2,211-221
"Huyse, T.; Malmberg, G. (2004). Molecular and morphological comparisons between Gyrodactylus ostendicus n. sp. (Monogenea: Gyrodactylidae) on Pomatoschistus microps (Kroyer) and G. harengi Malmberg, 1957 on Clupea harengus membras. <em>Systematic Parasitology.</em> 58(2): 105-113.","Huyse, T.; Malmberg, G.",2004,"Molecular and morphological comparisons between Gyrodactylus ostendicus n. sp. (Monogenea: Gyrodactylidae) on Pomatoschistus microps (Kroyer) and G. harengi Malmberg, 1957 on Clupea harengus membras",,Systematic Parasitology,58,2,105-113
"Hyams-kaphzan, O.; Almogi-labin, A.; Sivan, D.; Benjamini, C. (2008). Benthic foraminifera assemblage change along the southeastern Mediterranean inner shelf due to fall-off of Nile-derived siliciclastics. <i>Neues Jahrbuch für Geologie und Paläontologie - Abhandlungen</i>. 248(3): 315-344.","Hyams-kaphzan, O.; Almogi-labin, A.; Sivan, D.; Benjamini, C.",2008,Benthic foraminifera assemblage change along the southeastern Mediterranean inner shelf due to fall-off of Nile-derived siliciclastics,,Neues Jahrbuch für Geologie und Paläontologie - Abhandlungen,248,3,315-344
"Hyams, O.; Almogi-Labin, A.; Benjaminia, C. (2002). Larger foraminifera of the southeastern Mediterranean shallow continental shelf off Israel. <em>Israel Journal of Earth Sciences.</em> 51(3-4): 169-179.","Hyams, O.; Almogi-Labin, A.; Benjaminia, C.",2002,Larger foraminifera of the southeastern Mediterranean shallow continental shelf off Israel,,Israel Journal of Earth Sciences,51,03-Apr,169-179
"Hyra, G. S. N. (1993). Genostoma kozloffi sp. (Turbellaria: Neorhabdocoela: Genostomatidae) from leptostracan crustaceans of the genus Nebalia. <em>Cahiers de Biologie Marine.</em> 34(1): 111-126.","Hyra, G. S. N.",1993,Genostoma kozloffi sp. (Turbellaria: Neorhabdocoela: Genostomatidae) from leptostracan crustaceans of the genus Nebalia,,Cahiers de Biologie Marine,34,1,111-126
"ICZN. (2018). Opinion 2408 (Case 3690). <i>Alabina</i> Dall, 1902 (Gastropoda, Cerithioidea): designation of <i>Alaba cerithidioides</i> Dall, 1889 as type species not approved. <em>Bulletin of Zoological Nomenclature.</em> 75: 73-74.",ICZN,2018,"Opinion 2408 (Case 3690). <i>Alabina</i> Dall, 1902 (Gastropoda, Cerithioidea): designation of <i>Alaba cerithidioides</i> Dall, 1889 as type species not approved",,Bulletin of Zoological Nomenclature,75,,73-74
"Iglésias, S. P.; Toulhoat, L.; Sellos, D. Y. (2010). Taxonomic confusion and market mislabelling of threatened skates: important consequences for their conservation status. <em>Aquatic Conservation: Marine and Freshwater Ecosystems.</em> 20(3): 319-333.","Iglésias, S. P.; Toulhoat, L.; Sellos, D. Y.",2010,Taxonomic confusion and market mislabelling of threatened skates: important consequences for their conservation status,,Aquatic Conservation: Marine and Freshwater Ecosystems,20,3,319-333
"Iliffe, T. M.; Kornicker, L. S. (2009). Worldwide diving discoveries of living fossil animals from the depths of anchialine and marine caves. <em>Smithsonian Contributions to the Marine Sciences.</em> 38: 269-280.","Iliffe, T. M.; Kornicker, L. S.",2009,Worldwide diving discoveries of living fossil animals from the depths of anchialine and marine caves,,Smithsonian Contributions to the Marine Sciences,38,,269-280
"Ingels, J.; Kiriakoulakis, K.; Wolff, G. A.; Vanreusel, A. (2009). Nematode diversity and its relation to the quantity and quality of sedimentary organic matter in the deep Nazaré Canyon, Western Iberian Margin. <em>Deep Sea Research Part I: Oceanographic Research Papers.</em> 56(9): 1521-1539.","Ingels, J.; Kiriakoulakis, K.; Wolff, G. A.; Vanreusel, A.",2009,"Nematode diversity and its relation to the quantity and quality of sedimentary organic matter in the deep Nazaré Canyon, Western Iberian Margin",,Deep Sea Research Part I: Oceanographic Research Papers,56,9,1521-1539
"Israel, A.; Einav, R.; Silva, P. C.; Paz, G.; Chacana, M. E.; Douek, J. (2010). First report of the seaweed <i>Codium parvulum</i> (Chlorophyta) in Mediterranean waters: recent blooms on the northern shores of Israel. <em>Phycologia.</em> 49(2): 107-112.","Israel, A.; Einav, R.; Silva, P. C.; Paz, G.; Chacana, M. E.; Douek, J.",2010,First report of the seaweed <i>Codium parvulum</i> (Chlorophyta) in Mediterranean waters: recent blooms on the northern shores of Israel,,Phycologia,49,2,107-112
"Itô, Tatsunori. (1981). Descriptions and records of marine harpacticoid copepods from Hokkaido, VIII. Journal of the Faculty of Science, Hokkaido University, Series 6, Zoology 22(4):422-450. (ix-1981)","Itô, Tatsunori",1981,"Descriptions and records of marine harpacticoid copepods from Hokkaido, VIII.",,"Journal of the Faculty of Science, Hokkaido University, Series 6, Zoology",22,4,422-450
"Ivanenko, V.N., D. Defaye & R. Huys. (2005). A new species of Ambilimbus nom. nov., a replacement name for Amphicrossus Huys, 1991 (Copepoda, Cyclopoida, Erebonasteridae), from the Mid-Atlantic Ridge at 36°N (hydrothermal vent site Rainbow). <em>Marine Biology Research.</em> 1(3): 233-241.","Ivanenko, V.N., D. Defaye & R. Huys",2005,"A new species of Ambilimbus nom. nov., a replacement name for Amphicrossus Huys, 1991 (Copepoda, Cyclopoida, Erebonasteridae), from the Mid-Atlantic Ridge at 36°N (hydrothermal vent site Rainbow)",,Marine Biology Research,1,3,233-241
"Ivanov, D. L.; Scheltema, A. H. (2001). Prochaetodermatidae de l'Océan Indien occidental et de la Mer d'Arabie (Mollusca: Aplacophora) = Prochaetodermatidae of the Western Indian Ocean and Arabian Sea (Mollusca: Aplacophora). <em>in: Bouchet, P. et al. (Ed.) Tropical deep-sea benthos. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 185: 9-38.","Ivanov, D. L.; Scheltema, A. H.",2001,Prochaetodermatidae de l'Océan Indien occidental et de la Mer d'Arabie (Mollusca: Aplacophora) = Prochaetodermatidae of the Western Indian Ocean and Arabian Sea (Mollusca: Aplacophora),Tropical deep-sea benthos,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",185,,Sep-38
"Iwamoto, T.; Merrett, N. R. (1997). Pisces Gadiformes: Taxonomy of grenadiers of the New Caledonian region, southwest Pacific. <em>in: Crosnier, A. (Ed.) Résultats des Campagnes MUSORSTOM 18. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 176: 473-570.","Iwamoto, T.; Merrett, N. R.",1997,"Pisces Gadiformes: Taxonomy of grenadiers of the New Caledonian region, southwest Pacific",Résultats des Campagnes MUSORSTOM 18,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",176,,473-570
"Jacobs, J.-C. (1900). Diagnoses d'insectes recueillis par l'Expédition antarctique Belge. Diptera. <em>Annales de la Société Entomologique de Belgique.</em> 44: 106–107.","Jacobs, J.-C.",1900,Diagnoses d'insectes recueillis par l'Expédition antarctique Belge. Diptera,,Annales de la Société Entomologique de Belgique,44,,106-107
"Jacobs, L. J. (1987). A redefinition of the genus Monhystrella Cobb (Nematoda, Monhysteridae) with keys to the species. <em>Zoologica Scri.</em> 16(3): 191-197.","Jacobs, L. J.",1987,"A redefinition of the genus Monhystrella Cobb (Nematoda, Monhysteridae) with keys to the species",,Zoologica Scri.,16,3,191-197
"Jacobs, L. J.; Van De Velde, M. C.; Geraert, E.; Vranken, G. (1990). Description of Diplolaimella dievengatensis sp. n.(Nematoda: Monhysteridae). <em>Nematologica.</em> 36(4): 1-21.","Jacobs, L. J.; Van De Velde, M. C.; Geraert, E.; Vranken, G.",1990,Description of Diplolaimella dievengatensis sp. n.(Nematoda: Monhysteridae),,Nematologica,36,4,Jan-21
"Jangoux, M. (1981). Echinodermes: Astéroïdes. <em>in: Forest, J. (Ed.) Résultats des campagnes MUSORSTOM: 1. Philippines (18-28 Mars 1976). Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 91: 457-476.","Jangoux, M.",1981,Echinodermes: Astéroïdes,Résultats des campagnes MUSORSTOM: 1. Philippines (18-28 Mars 1976),"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",91,,457-476
"Jaume, D. (1995). Presence of troglobitized Janiridae (Isopoda; Asellota; Janiroidea) in anchialine caves of the Balearic Islands (Mediterranean); description of Trogloianiropsis lloberai n. gen., n. sp. <em>Contributions to Zoology.</em> 65(3): 177-187.","Jaume, D.",1995,"Presence of troglobitized Janiridae (Isopoda; Asellota; Janiroidea) in anchialine caves of the Balearic Islands (Mediterranean); description of Trogloianiropsis lloberai n. gen., n. sp.",,Contributions to Zoology,65,3,177-187
"Jaume, D., A. Fosshagen & T.M. Iliffe. (1999). New cave-dwelling pseudocyclopiids (Copepoda, Calanoida, Pseudocyclopiidae) from the Balearic, Canary, and Philippine archipelagos. <em>Sarsia, Bergen.</em> 84(5/6): 391-417. (30.xii.1999).","Jaume, D., A. Fosshagen & T.M. Iliffe",1999,"New cave-dwelling pseudocyclopiids (Copepoda, Calanoida, Pseudocyclopiidae) from the Balearic, Canary, and Philippine archipelagos.",,"Sarsia, Bergen",84,05-Jun,319-417
"Jaume, D., J.E. Cartes & G.A. Boxshall. (2000). Shallow-water and not deep-sea as most plausible origin for cave-dwelling Paramisophria species (Copepoda: Calanoida: Arietellidae), with description of three new species from Mediterranean bathyal hyperbenthos and littoral caves. <em>Contributions to Zoology.</em> 68(4): 205-244.","Jaume, D., J.E. Cartes & G.A. Boxshall",2000,"Shallow-water and not deep-sea as most plausible origin for cave-dwelling Paramisophria species (Copepoda: Calanoida: Arietellidae), with description of three new species from Mediterranean bathyal hyperbenthos and littoral caves",,Contributions to Zoology,68,4,205-244
"Jaume, D.; Bréhier, F. (2005). A new species of Typhlatya (Crustacea: Decapoda: Atyidae) from anchialine caves on the French Mediterranean coast. <em>Zoological Journal of the Linnean Society.</em> 144: 387-414.","Jaume, D.; Bréhier, F.",2005,A new species of Typhlatya (Crustacea: Decapoda: Atyidae) from anchialine caves on the French Mediterranean coast,,Zoological Journal of the Linnean Society,144,3,387-414
"Javaux, E.; Scott, D. (1995). Benthic foraminiferal assemblages from Bermudan marine caves. <em>In: The 1st SEPM Congress on Sedimentary Geology: August 13-16, 1995, St. Pete Beach, Florida.</em> pp. 72.","Javaux, E.; Scott, D.",1995,Benthic foraminiferal assemblages from Bermudan marine caves,"The 1st SEPM Congress on Sedimentary Geology: August 13-16, 1995, St. Pete Beach, Florida",,,,72
"Jellinek T. ; Swanson K.M., 2003. Report on the taxonomy, biogeography and phylogeny of mostly living benthic Ostracoda (Crustacea) from deep-sea samples (Intermediate water depths) from the Challenger Plateau (Tasman Sea) and Campbell Plateau (Southern Ocean), New Zealand. Abhandlungen der Senckenbergischen Naturforschenden Gesellschaft 558: 1-329.","Jellinek, Thomas; Swanson, Kerry Michael",2003,"Report on the taxonomy, biogeography and phylogeny of mostly living benthic Ostracoda (Crustacea) from deep-sea samples (Intermediate Water depths) from the Challenger Plateau (Tasman Sea) and Campbell Plateau (Southern Ocean), New Zealand",,Abhandlungen der Senckenbergischen Naturforschenden Gesellschaft,558,,1-329
