String,Authors,Year,Title,bookTitle,SeriesTitle,publishers,City,Volume,Issue,Pagination
"<b>Guieu, C.; Mouchel, J.M.; Noël, M.-H.; Guan, D.M.; Martin, J.-M.</b> (1992). Flux and behaviour of trace metals in the Ebro Delta, Spain, <b><i>in</i></b>: Martin, J.M. <i>et al.</i> (Ed.) <i>EROS 2000 (European River Ocean System) third workshop of the north-west Mediterranean Sea. Water Pollution Research Reports,</i> 28: pp. 293-307","Guieu, C.; Mouchel, J.M.; Noël, M.-H.; Guan, D.M.; Martin, J.-M.",1992,"Flux and behaviour of trace metals in the Ebro Delta, Spain",EROS 2000 (European River Ocean System) third workshop of the north-west Mediterranean Sea,Water Pollution Research Reports,,,,,293-307
"<b>Puerres, L.Y.; Bernal, G.; Brenner, M.; Restrepo-Moreno, S.A.; Kenney, W.F.</b> (2018). Sedimentary records of extreme wave events in the southwestern Caribbean. <i>Geomorphology (Amst.) 319</i>: 103-116. <a href=""https://hdl.handle.net/10.1016/j.geomorph.2018.07.002"" target=""_blank"">https://hdl.handle.net/10.1016/j.geomorph.2018.07.002</a>","Puerres, L.Y.; Bernal, G.; Brenner, M.; Restrepo-Moreno, S.A.; Kenney, W.F.",2018,Sedimentary records of extreme wave events in the southwestern Caribbean,,Geomorphology,,,319,,103-116
"<b>Wolff, P.M.</b> (1965). Future use of ships, buoys, airplanes and satellites in obtaining oceanographic observations for environmental prediction systems, <b><i>in</i></b>: Ewing, G.C. (Ed.) <i>Oceanography from Space: Proceedings of Conference on the Feasibility of Conducting Oceanographic Explorations from Aircraft, Manned Orbital and Lunar Laboratories, held at Woods Hole, Massachusetts, 24-28 August 1964.</i> pp. 149-150","Wolff, P.M.",1965,"Future use of ships, buoys, airplanes and satellites in obtaining oceanographic observations for environmental prediction systems","Oceanography from Space: Proceedings of Conference on the Feasibility of Conducting Oceanographic Explorations from Aircraft, Manned Orbital and Lunar Laboratories, held at Woods Hole, Massachusetts, 24-28 August 1964",,,,,,149-150
"<b>Tucker Jr., J.W.; Lellis, W.A.; Vermeer, G.K.; Roberts, D.E.; Woodward, P.N.</b> (1997). The effects of experimental starter diets with different levels of soybean or menhaden oil on red drum (<i>Sciaenops ocellatus</i>). <i>Aquaculture 149(3-4)</i>: 323-339","Tucker Jr., J.W.; Lellis, W.A.; Vermeer, G.K.; Roberts, D.E.; Woodward, P.N.",1997,The effects of experimental starter diets with different levels of soybean or menhaden oil on red drum (<i>Sciaenops ocellatus</i>),,Aquaculture,,,149,3-4,323-339
Neural Development. BIOMED CENTRAL LTD: London.  ISSN 1749-8104,,0,Neural Development,,,BIOMED CENTRAL LTD,London,,,
"<b>Bresciani, J.</b> (1988). The integumental ultrastructure of <i>Lamippe rubra</i> Bruzelius and <i>Enalcyonium rubicundum</i> Olsson (Copepoda, Poecilostomatoida), <b><i>in</i></b>: Boxshall, G.A. <i>et al.</i> (Ed.) <i>Biology of copepods: Proceedings of the Third International Conference on Copepoda. Developments in Hydrobiology,</i> 47: pp. 539-543. <a href=""http://hdl.handle.net/10.1007/978-94-009-3103-9_61"" target=""_blank"">hdl.handle.net/10.1007/978-94-009-3103-9_61</a>","Bresciani, J.",1988,"The integumental ultrastructure of <i>Lamippe rubra</i> Bruzelius and <i>Enalcyonium rubicundum</i> Olsson (Copepoda, Poecilostomatoida)",Biology of copepods: Proceedings of the third international conference on Copepoda,Developments in Hydrobiology,,,,,539-543
"<b>Young, R.M.; Pesce, E.-R.</b> (2016). Screening for antiparasitic marine natural products, <b><i>in</i></b>: Baker, B.J. (Ed.) <i>Marine biomedicine: from beach to bedside.</i> pp. 183-246","Young, R.M.; Pesce, E.-R.",2016,Screening for antiparasitic marine natural products,Marine biomedicine: From beach to bedside,,,,,,183-246
"<b>Fraussen, K.; Monsecour, D.</b> (2019). A new <i>Kanamarua</i> (Gastropoda: Colubrariidae) with a remarkable shape from the southern Philippines. <i>Gloria Maris 58(3)</i>: 98-101","Fraussen, K.; Monsecour, D.",2019,A new <i>Kanamarua</i> (Gastropoda: Colubrariidae) with a remarkable shape from the southern Philippines,,Gloria Maris,,,58,3,98-101
Recherche Transports Securite: Paris.  ISSN 0761-8980,,0,Recherche Transports Securite,,,,Paris,,,
Acta Crystallographica Section B-Structural Science Crystal Engineering and Materials: Chester.  ISSN 2052-5206,,0,Acta Crystallographica Section B-Structural Science Crystal Engineering and Materials,,,,Chester,,,
<b>Militair Geografisch Instituut</b> (1965). Oostduinkerke 11/8. Opmeting door aerofotogrammetrie in 1950. Luchtopname in 1948-1949. Gedeeltelijke niet-metrische aanvulling in 1961. <i>Carte topographique analogique de la Belgique à l'echelle de 1:10.000 = Analoge topografische kaart van België op 1:10.000</i>. Militair Geografisch Instituut = Institut Géographique Militaire: Brussel.  1 map pp.,Militair Geografisch Instituut,1965,Oostduinkerke 11/8,,Carte topographique analogique de la Belgique à l'echelle de 1:10.000 = Analoge topografische kaart van België op 1:10.000,Militair Geografisch Instituut = Institut Géographique Militaire,Brussel,,,1 map
"<b>Agnew, D.</b> (2008). Case study 1: Toothfish - an MSC-certified fishery, <b><i>in</i></b>: Ward, T.J. <i>et al.</i> (Ed.) <i>Seafood ecolabelling: principles and practice.</i> pp. 247-258","Agnew, D.",2008,Case study 1: Toothfish - an MSC-certified fishery,Seafood ecolabelling: principles and practice,,,,,,247-258
"<b>PEGASO Consortium</b> (2013). Area of built-up space in the coastal zone. Methodological factsheet in support of comparable measurements and integrated assessment in coastal zones, <b><i>in</i></b>: Santoro, F. <i>et al.</i> (Ed.) <i>PEGASO Core Set of Indicators for Integrated Coastal Zone Management.</i> pp. 1-6",PEGASO Consortium,2013,Area of built-up space in the coastal zone. Methodological factsheet in support of comparable measurements and integrated assessment in coastal zones,PEGASO Core Set of Indicators for Integrated Coastal Zone Management,,,,,,1-6
"<b>von Rothenburg, D.</b> (2006). Aquatic and oceanic science information in the life sciences databases - an integrated solution from Ovid to find ALL relevant information you search!, <b><i>in</i></b>: Konjevic, S. <i>et al.</i> <i>Open Waters - Open Sources: 11th Biennial Conference of the European Association of Aquatic Sciences Libraries and Information Centres (EURASLIC), 4-6th May 2005, Split, Croatia.</i> pp. 211-215","von Rothenburg, D.",2006,Aquatic and oceanic science information in the life sciences databases - an integrated solution from Ovid to find ALL relevant information you search!,"Open Waters - Open Sources: 11th Biennial Conference of the European Association of Aquatic Sciences Libraries and Information Centres (EURASLIC), 4-6th May 2005, Split, Croatia",,,,,,211-215
Psychology of Sport and Exercise. ELSEVIER SCIENCE BV: Amsterdam.  ISSN 1469-0292; e-ISSN 1878-5476,,0,Psychology of Sport and Exercise,,,ELSEVIER SCIENCE BV,Amsterdam,,,
"<b>Alshuth, S.; Eckhard, E.</b> (1989). A survey of the diet and diseases of <i>Gadus morhua</i> L. around Helgoland in the German bight. <i>CM Documents - ICES</i>, CM 1989(G:49). International Council for the Exploration of the Sea: Copenhagen.  10 pp.","Alshuth, S.; Eckhard, E.",1989,A survey of the diet and diseases of <i>Gadus morhua</i> L. around Helgoland in the German bight,,CM Documents - ICES,International Council for the Exploration of the Sea,Copenhagen,CM 1989,G:49,10
"<b>van Rompaey, M.; Scheltjens, T.; Van Looveren, R.; Willems, P.</b> (2004). Opstellen van een methodologie voor de opmaak van laagwaterstrategieën voor de waterwegen in Vlaanderen: Achtergrondrapport. Waterbouwkundig Laboratorium en Hydrologisch Onderzoek: Antwerpen. 170 + appendices, cd-rom pp.","van Rompaey, M.; Scheltjens, T.; Van Looveren, R.; Willems, P.",2004,Opstellen van een methodologie voor de opmaak van laagwaterstrategieën voor de waterwegen in Vlaanderen: Achtergrondrapport,,,Waterbouwkundig Laboratorium en Hydrologisch Onderzoek,Antwerpen,,,"170 + appendices, cd-rom"
"<b>Noyes, J.E.</b> (2010). Unit self-defense at sea: views from the United States and the International Court of Justice, <b><i>in</i></b>: Franckx, E. <i>et al.</i> (Ed.) <i>The exercise of jurisdiction over vessels: new developments in the fields of pollution, fisheries, crimes at sea and trafficking of weapons of mass destruction.</i> pp. 185-212","Noyes, J.E.",2010,Unit self-defense at sea: views from the United States and the International Court of Justice,"The exercise of jurisdiction over vessels: new developments in the fields of pollution, fisheries, crimes at sea and trafficking of weapons of mass destruction",,,,,,185-212
"<b>Beernaert, S.; Gaethofs, L.</b> (1993-1999). Vlaamse Maatschappij voor Watervoorziening, jaarverslagen 1992-1998, 5. VMW: Brussel.","Beernaert, S.; Gaethofs, L.",1993,"Vlaamse Maatschappij voor Watervoorziening, jaarverslagen 1992-1998, 5",,,VMW,Brussel,,,
"<b>Støttrup, J.G.; Norsker, N.H.</b> (1995). Production and use of copepods in marine fish larviculture, <b><i>in</i></b>: Lavens, P. <i>et al.</i> (Ed.) <i>Larvi '95: Fish & Shellfish Symposium, Gent, Belgium, September 3-7, 1995. EAS Special Publication,</i> 24: pp. 320","Støttrup, J.G.; Norsker, N.H.",1995,Production and use of copepods in marine fish larviculture,"Larvi '95: Fish & Shellfish Symposium, Gent, Belgium, September 3-7, 1995",EAS Special Publication,,,,,320
"<b>Vandiepenbeek, M.</b> [s.d.]. Zéér uitzonderlijke neerslag in augustus 1996. KMI: Brussel.","Vandiepenbeek, M.",,Zéér uitzonderlijke neerslag in augustus 1996,,,KMI,Brussel,,,
"<b>Dierssen, H.; Bracher, A.; Brando, V.; Loisel, H.; Ruddick, K.</b> (2020). Data needs for hyperspectral detection of algal diversity across the globe. <i>Oceanography 33(1)</i>: 74-79. <a href=""https://hdl.handle.net/10.5670/oceanog.2020.111"" target=""_blank"">https://hdl.handle.net/10.5670/oceanog.2020.111</a>","Dierssen, H.; Bracher, A.; Brando, V.; Loisel, H.; Ruddick, K.",2020,Data needs for hyperspectral detection of algal diversity across the globe,,Oceanography,,,33,1,74-79
Bulletin de la Societe d'Histoire Naturelle des Ardennes: Charleville-Mézières.  ISSN 0373-8442,,0,Bulletin de la Societe d'Histoire Naturelle des Ardennes,,,,Charleville-Mézières,,,
"<b>Barnay, A.-S.</b> (2003). Structure des peuplements de sables fins plus ou moins envasés en Manche: éhelles spatiales et biodiversité = Structure of muddy fine sand communities in the English Channel : spatial scales and biodiversity. PhD Thesis. Université de Paris: Paris.  139 pp.","Barnay, A.-S.",2003,Structure des peuplements de sables fins plus ou moins envasés en Manche: éhelles spatiales et biodiversité = Structure of muddy fine sand communities in the English Channel : spatial scales and biodiversity,,,Université de Paris,Paris,,,139
"<b>Geenen, J.; de Vrieze, T.; Wilting, A.</b> (1994). Landelijke watersysteemrapportage 1993: fysisch-chemische en ecologische waterkwaliteit 1993. CUWVO: 's-Gravenhage. 52 + bijl. pp.","Geenen, J.; de Vrieze, T.; Wilting, A.",1994,Landelijke watersysteemrapportage 1993: fysisch-chemische en ecologische waterkwaliteit 1993,,,CUWVO,s-Gravenhage,,,52 + bijl.
"<b>Banzoli, V.; Vielmo, P.</b> (1977). Prospection et evaluation. Télécommande. Système de prospection avancé. <i>Colloque sous les auspices de la Communauté économique Européenne au bénéfice des experts ACP à la conférence des nations unies sur le droit de la mer. Exploitation des Fonds Marins. Bruxelles, 22 au 25 février 1977</i>, 9. [S.n.]: [s.l.].  9 pp.","Banzoli, V.; Vielmo, P.",1977,Prospection et evaluation. Télécommande. Système de prospection avancé,,"Colloque sous les auspices de la Communauté économique Européenne au bénéfice des experts ACP à la conférence des nations unies sur le droit de la mer. Exploitation des Fonds Marins. Bruxelles, 22 au 25 février 1977",,,9,,9
"<b>Wulff, A.; Sundbäck, K.; Nilsson, C.; Carlson, L.; Jonsson, B.</b> (1997). Effect of sediment load on the microbenthic community of a shallow-water sandy sediment. <i>Estuaries 20(3)</i>: 547-558","Wulff, A.; Sundbäck, K.; Nilsson, C.; Carlson, L.; Jonsson, B.",1997,Effect of sediment load on the microbenthic community of a shallow-water sandy sediment,,Estuaries,,,20,3,547-558
"<b>Verwaest, T.; Willems, M.; Suzuki, T.</b> (2020). Experimental modelling of 3D wave overtopping: CREST and oblique wave test in FHR [PRESENTATION]. Presented at the 2nd Coastal & Ocean Basin seminar  - 6 february 2020. Flanders Hydraulics Research: Antwerp. 13 slides pp.","Verwaest, T.; Willems, M.; Suzuki, T.",2020,Experimental modelling of 3D wave overtopping: CREST and oblique wave test in FHR [PRESENTATION],,,Flanders Hydraulics Research,Antwerp,,,13 slides
"<b>Mazlumyan, S.A.</b> (2019). Primary and secondary succession modelling in marine bottom biotopes (Black Sea). <i>International Journal of Marine Science 9(8)</i>: 66-76. <a href=""https://hdl.handle.net/10.5376/ijms.2019.09.0008"" target=""_blank"">https://hdl.handle.net/10.5376/ijms.2019.09.0008</a>","Mazlumyan, S.A.",2019,Primary and secondary succession modelling in marine bottom biotopes (Black Sea),,International Journal of Marine Science,,,9,8,66-76
"<b>Blommaert, L.; Vannerum, K.; Vyverman, W.; Sabbe, K.</b> (2012). Light stress in intertidal diatoms: a comparative molecular and ecophysiological study, <b><i>in</i></b>: Mees, J. <i>et al.</i> (Ed.) <i>Book of abstracts - VLIZ Young Marine Scientists' Day. Brugge, Belgium, 24 February 2012. VLIZ Special Publication,</i> 55: pp. 14","Blommaert, L.; Vannerum, K.; Vyverman, W.; Sabbe, K.",2012,Light stress in intertidal diatoms: a comparative molecular and ecophysiological study,"Book of abstracts - VLIZ Young Marine Scientists' Day. Brugge, Belgium, 24 February 2012",VLIZ Special Publication,,,,,14
Arquivos Brasileiros de Cardiologia: Rio de Janeiro.  ISSN 0066-782X,,0,Arquivos Brasileiros de Cardiologia,,,,Rio de Janeiro,,,
Esercizi Filosofici: Trieste.  ISSN 1970-0164,,0,Esercizi Filosofici,,,,Trieste,,,
"<b>Narayanaswamy, B.E.; Bett, B.J.; Lamont, P.A.; Rowden, A.A.; Bell, E.; Menot, L.</b> (2016). Corers and grabs, <b><i>in</i></b>: Clark, M.R. <i>et al.</i> (Ed.) <i>Biological sampling in the deep sea.</i> pp. 207-227","Narayanaswamy, B.E.; Bett, B.J.; Lamont, P.A.; Rowden, A.A.; Bell, E.; Menot, L.",2016,Corers and grabs,Biological sampling in the deep sea,,,,,,207-227
"(2002). Nosy Be to Baie d'Antsiranana including Recif du Geyser and Iles Glorieuses. 2002 (1). The UK Hydrographic Office, Taunton, Somerset TA1 2DN, United Kingdom: London.  1 pp.",,2002,Nosy Be to Baie d'Antsiranana including Recif du Geyser and Iles Glorieuses,,,"The UK Hydrographic Office, Taunton, Somerset TA1 2DN, United Kingdom",London,,,1
"<b>Van Bressem, M.-F.; Van Waerebeek, K.; Flach, L.; Reyes, J.C.; de Oliveira Santos, M.C.; Siciliano, S.; Echegaray, M.; Viddi, F.; Félix, F.; Crespo, E.; Sanino, G.P.; Avila, I.C.; Fraijia, N.; Castro, C.</b> (2008). Skin diseases in cetaceans. Scientific Committee document SC/60/DW8, International Whaling Commission, June 2008, Santiago, Chile. International Whaling Commission: Santiago.  9 + figures pp.","Van Bressem, M.-F.; Van Waerebeek, K.; Flach, L.; Reyes, J.C.; de Oliveira Santos, M.C.; Siciliano, S.; Echegaray, M.; Viddi, F.; Félix, F.; Crespo, E.; Sanino, G.P.; Avila, I.C.; Fraijia, N.; Castro, C.",2008,"Skin diseases in cetaceans. Scientific Committee document SC/60/DW8, International Whaling Commission, June 2008, Santiago, Chile",,,International Whaling Commission,Santiago,,,9 + figures
"Anatomische Hefte. Abteilung 1, Arbeiten aus anatomischen Instituten. ISSN 0177-5154",,,"Anatomische Hefte. Abteilung 1, Arbeiten aus anatomischen Instituten",,,,,,,
(1987). Het Zwin verzandt. <i>Grasduinen 1987(juni)</i>: 30,,1987,Het Zwin verzandt,,Grasduinen,,,1987,juni,30
"<b>Fonds, M.; Blom, W.C.</b> (1996). Onderzoek naar mogelijkheden tot vermindering van discardproductie door technische aanpassing van boomkornetten. <i>BEON Rapport = BEON-report</i>, 96(15). RIKZ: Den Haag.  47 pp.","Fonds, M.; Blom, W.C.",1996,Onderzoek naar mogelijkheden tot vermindering van discardproductie door technische aanpassing van boomkornetten,,BEON Rapport = BEON-report,RIKZ,Den Haag,96,15,47
"<b>Soga, M.</b> (2012). Life-history traits affect vulnerability of butterflies to habitat fragmentation in urban remnant forests. <i>Ecoscience 19(1)</i>: 11-20. <a href=""https://hdl.handle.net/10.2980/19-1-3455"" target=""_blank"">https://hdl.handle.net/10.2980/19-1-3455</a>","Soga, M.",2012,Life-history traits affect vulnerability of butterflies to habitat fragmentation in urban remnant forests,,Ecoscience,,,19,1,11-20
"<b>Carmody, E.P.; James, K.J.; Kelly, S.S.; Thomas, K.</b> (1995). Complex diarrhetic shellfish toxin profiles in Irish mussels, <b><i>in</i></b>: Lassus, P. <i>et al.</i> (Ed.) <i>Harmful marine algal blooms: Proceedings of the Sixth International Conference on toxic marine phytoplankton = Proliférations d'algues marines nuisibles: Sixiéme Conférence Internationale sur le phytoplancton toxique, October 18-22, 1993, Nantes, France.</i> pp. 273-278","Carmody, E.P.; James, K.J.; Kelly, S.S.; Thomas, K.",1995,Complex diarrhetic shellfish toxin profiles in Irish mussels,"Harmful marine algal blooms: Proceedings of the Sixth International Conference on toxic marine phytoplankton = Proliférations d'algues marines nuisibles: Sixiéme Conférence Internationale sur le phytoplancton toxique, October 18-22, 1993, Nantes, France",,,,,,273-278
