String,Authors,Year,Title,Book,Series,Publisher,City,Volume,Issue,Pagination,DOI,,
"Nakamura, Y.; Imai, I.; Yamaguchi, A.; Tuji, A.; Not, F.; Suzuki, N. (2015). Molecular Phylogeny of the Widely Distributed Marine Protists, Phaeodaria (Rhizaria, Cercozoa). <em>Protist.</em> 166(3): 363-373.","Nakamura, Y.; Imai, I.; Yamaguchi, A.; Tuji, A.; Not, F.; Suzuki, N.",2015,"Molecular Phylogeny of the Widely Distributed Marine Protists, Phaeodaria (Rhizaria, Cercozoa)",,Protist,,,166,3,363-373,10.1016/j.protis.2015.05.004,,
"Suzuki, N.; Not, F. (2015). Biology and Ecology of Radiolaria, in: Ohtsuka, S. et al. (Ed.). <em>Marine Protists: Diversity and dynamics.</em> 179-222.","Suzuki, N.; Not, F.",2015,"Biology and Ecology of Radiolaria, in: Ohtsuka, S. et al. (Ed.)",Marine Protists: Diversity and dynamics,,,,,,179-222,10.1007/978-4-431-55130-0_8,,
"Ruggiero, M. A.; Gordon, D. P.; Orrell, T. M.; Bailly, N.; Bourgoin, T.; Brusca, R. C.; Cavalier-Smith, T.; Guiry, M. D.; Kirk, P. M. (2015). A Higher Level Classification of All Living Organisms. <em>PLOS ONE.</em> 10(4).","Ruggiero, M. A.; Gordon, D. P.; Orrell, T. M.; Bailly, N.; Bourgoin, T.; Brusca, R. C.; Cavalier-Smith, T.; Guiry, M. D.; Kirk, P. M.",2015,A Higher Level Classification of All Living Organisms,,PLOS ONE,,,10,4,,10.1371/journal.pone.0119248,,
"Goudswaard, K.; van Asch, M. (2015). Kuilen op de Westerschelde: data rapport 2015. <em>IMARES Wageningen Report, C145/15. IMARES Wageningen UR: Yerseke.</em> 14 pp.","Goudswaard, K.; van Asch, M.",2015,Kuilen op de Westerschelde: data rapport 2015,,"IMARES Wageningen Report, C145/15",IMARES Wageningen UR,Yerseke,C145/15,,14,,,
"Neubert, E.; Amr, Z. S.; Waitzbauer, W.; Al Talafha, H. (2015). Annotated checklist of the terrestrial gastropods of Jordan (Mollusca: Gastropoda). <em>Archiv für Molluskenkunde.</em> 144(2): 169-238.","Neubert, E.; Amr, Z. S.; Waitzbauer, W.; Al Talafha, H.",2015,Annotated checklist of the terrestrial gastropods of Jordan (Mollusca: Gastropoda),,Archiv für Molluskenkunde,,,144,2,169-238,10.1127/arch.moll/1869-0963/144/169-238,,
"Biard, T.; Pillet, L.; Decelle, J.; Poirier, C.; Suzuki, N.; Not, F. (2015). Towards an Integrative Morpho-molecular Classification of the Collodaria (Polycystinea, Radiolaria). <em>Protist.</em> 166(3): 374-388.","Biard, T.; Pillet, L.; Decelle, J.; Poirier, C.; Suzuki, N.; Not, F.",2015,"Towards an Integrative Morpho-molecular Classification of the Collodaria (Polycystinea, Radiolaria)",,Protist,,,166,3,374-388,10.1016/j.protis.2015.05.002,,
"Nakamura, Y.; Suzuki, N. (2015). Phaeodaria: Diverse Marine Cercozoans of World-Wide Distribution, in: Ohtsuka, S. et al. (Ed.). <em>Marine Protists: Diversity and dynamics.</em> 223-249.","Nakamura, Y.; Suzuki, N.",2015,"Phaeodaria: Diverse Marine Cercozoans of World-Wide Distribution, in: Ohtsuka, S. et al. (Ed.)",Marine Protists: Diversity and dynamics,,,,,,223-249,10.1007/978-4-431-55130-0_9,,
"Van Colen, C., S.F. Thrush, S. Parkes, R. Harris, S.A. Woodin, D.S. Wethey, C.A. Pilditch, J.E. Hewitt, A.M. Lohrer & M. Vincx (2015). Bottom-up and top-down mechanisms indirectly mediate interactions between benthic biotic ecosystem components. <i>Journal Of Sea Research</i>. 98:42-48.","Van Colen, C., S.F. Thrush, S. Parkes, R. Harris, S.A. Woodin, D.S. Wethey, C.A. Pilditch, J.E. Hewitt, A.M. Lohrer & M. Vincx",2015,Bottom-up and top-down mechanisms indirectly mediate interactions between benthic biotic ecosystem components.,,Journal Of Sea Research,,,98,,42-48,10.1016/j.seares.2014.10.016,,
"Jones, E. B. G.; Suetrong, S.; Sakayaroj, J.; Bahkali, A. H.; Abdel-Wahab, M. A.; Boekhout, T.; Pang, K.-L. (2015). Classification of marine Ascomycota, Basidiomycota, Blastocladiomycota and Chytridiomycota. <em>Fungal Diversity.</em> 73(1): 1-72.","Jones, E. B. G.; Suetrong, S.; Sakayaroj, J.; Bahkali, A. H.; Abdel-Wahab, M. A.; Boekhout, T.; Pang, K.-L.",2015,"Classification of marine Ascomycota, Basidiomycota, Blastocladiomycota and Chytridiomycota",,Fungal Diversity,,,73,1,1-72,10.1007/s13225-015-0339-4,,
"Costello, M. J.; Vanhoorne, B.; Appeltans, W. (2015). Conservation of biodiversity through taxonomy, data publication, and collaborative infrastructures. <em>Conservation Biology.</em> 29(4): 1094-1099.","Costello, M. J.; Vanhoorne, B.; Appeltans, W.",2015,"Conservation of biodiversity through taxonomy, data publication, and collaborative infrastructures",,Conservation Biology,,,29,4,1094-1099,10.1111/cobi.12496,,
"Vandepitte, L.; Vanhoorne, B.; Decock, W.; Dekeyzer, S.; Trias Verbeeck, A.; Bovit, L.; Hernandez, F.; Mees, J. (2015). How Aphia—The Platform behind Several Online and Taxonomically Oriented Databases—Can Serve Both the Taxonomic Community and the Field of Biodiversity Informatics. <em>Journal of Marine Science and Engineering.</em> 3(4): 1448-1473.","Vandepitte, L.; Vanhoorne, B.; Decock, W.; Dekeyzer, S.; Trias Verbeeck, A.; Bovit, L.; Hernandez, F.; Mees, J.",2015,How Aphia—The Platform behind Several Online and Taxonomically Oriented Databases—Can Serve Both the Taxonomic Community and the Field of Biodiversity Informatics,,Journal of Marine Science and Engineering,,,3,4,1448-1473,10.3390/jmse3041448,,
"VLIZ. (2016). Wetenschappelijke en handelsbenamingen voor visserij- en aquacultuurproducten op de Belgische markt. <em>VLIZ Beleidsinformerende Nota's, BIN 2016_001.</em> Vlaams Instituut voor de Zee: Oostende. 28 + Annex. pp.",VLIZ,2016,Wetenschappelijke en handelsbenamingen voor visserij- en aquacultuurproducten op de Belgische markt,,"VLIZ Beleidsinformerende Nota's, BIN 2016_001",Vlaams Instituut voor de Zee,Oostende,,,28 + Annex.,,,
Fallon P.J. (2016). Taxonomic review of tropical western Atlantic shallow water Drilliidae (Mollusca: Gastropoda: Conoidea) including descriptions of 100 new species. <em>Zootaxa.</em> 4090(1): 1-363.,Fallon P.J.,2016,Taxonomic review of tropical western Atlantic shallow water Drilliidae (Mollusca: Gastropoda: Conoidea) including descriptions of 100 new species,,Zootaxa,,,4090,1,1-363,10.11646/zootaxa.4090.1.1,,
"Tassia, M. G.; Cannon, J. T.; Konikoff, C. E.; Shenkar, N.; Halanych, K. M.; Swalla, B. J. (2016). The Global Diversity of Hemichordata. <em>PLOS ONE.</em> 11(10): e0162564.","Tassia, M. G.; Cannon, J. T.; Konikoff, C. E.; Shenkar, N.; Halanych, K. M.; Swalla, B. J.",2016,The Global Diversity of Hemichordata,,PLOS ONE,,,11,10,e0162564,10.1371/journal.pone.0162564,,
"Van Ryckegem, G.; Van Braeckel, A.; Elsen, R.; Speybroeck, J.; Vandevoorde, B.; Mertens, W.; Breine, J.; De Beukelaer, J.; De Regge, N.; Hessel, K.; Soors, J.; Terrie, T.; Van Lierop, F.; Van den Bergh, E. (2016). MONEOS – Geïntegreerd datarapport INBO: Toestand Zeeschelde 2015: monitoringsoverzicht en 1ste lijnsrapportage Geomorfologie, diversiteit Habitats en diversiteit Soorten. <em>Rapport van het Instituut voor Natuur- en Bosonderzoek, INBO.R.2016.12078839. Instituut voor Natuur- en Bosonderzoek: Brussel.</em> 178 pp.","Van Ryckegem, G.; Van Braeckel, A.; Elsen, R.; Speybroeck, J.; Vandevoorde, B.; Mertens, W.; Breine, J.; De Beukelaer, J.; De Regge, N.; Hessel, K.; Soors, J.; Terrie, T.; Van Lierop, F.; Van den Bergh, E.",2016,"MONEOS – Geïntegreerd datarapport INBO: Toestand Zeeschelde 2015: monitoringsoverzicht en 1ste lijnsrapportage Geomorfologie, diversiteit Habitats en diversiteit Soorten",,Rapport van het Instituut voor Natuur- en Bosonderzoek,Instituut voor Natuur- en Bosonderzoek,Brussel,INBO.R.2016.12078839,,178,,,
"Fautin, D. G. (2016). Catalog to families, genera, and species of orders Actiniaria and Corallimorpharia (Cnidaria: Anthozoa). <em>Zootaxa.</em> 4145(1): 1-449.","Fautin, D. G.",2016,"Catalog to families, genera, and species of orders Actiniaria and Corallimorpharia (Cnidaria: Anthozoa)",,Zootaxa,,,4145,1,1-449,10.11646/zootaxa.4145.1.1,,
"Anker, A.; Hultgren, K. M.; De Grave, S. (2017). Synalpheus pinkfloydi sp. nov., a new pistol shrimp from the tropical eastern Pacific (Decapoda: Alpheidae). <em>Zootaxa.</em> 4254(1): 111-119.","Anker, A.; Hultgren, K. M.; De Grave, S.",2017,"Synalpheus pinkfloydi sp. nov., a new pistol shrimp from the tropical eastern Pacific (Decapoda: Alpheidae)",,Zootaxa,,,4254,1,111-119,10.11646/zootaxa.4254.1.7,,
"Crandall, K. A.; De Grave, S. (2017). An updated classification of the freshwater crayfishes (Decapoda: Astacidea) of the world, with a complete species list. <em>Journal of Crustacean Biology.</em>","Crandall, K. A.; De Grave, S.",2017,"An updated classification of the freshwater crayfishes (Decapoda: Astacidea) of the world, with a complete species list",,Journal of Crustacean Biology,,,,,,10.1093/jcbiol/rux070,,
"Cole, T. C. H. (2017). Wörterbuch der Wirbellosen / Dictionary of Invertebrates. Latein-Deutsch-English. <em>2017.</em> Springer Spektrum: Berlin. ISBN 978-3-662-52869-3. XII, 574 pp.","Cole, T. C. H.",2017,Wörterbuch der Wirbellosen / Dictionary of Invertebrates. Latein-Deutsch-English,,2017,Springer Spektrum,Berlin,,,"XII, 574",10.1007/978-3-662-52869-3,,
"Cecalupo A. & Perugia I. (2017). Cerithiopsidae and Newtoniellidae (Gastropoda: Triphoroidea) from New Caledonia, western Pacific. <em>Visaya.</em> suppl. 7: 1-175.",Cecalupo A. & Perugia I.,2017,"Cerithiopsidae and Newtoniellidae (Gastropoda: Triphoroidea) from New Caledonia, western Pacific.",,Visaya,,,suppl. 7,,1-175,,,
"Rolán E. & Rubio F. (2017). A new <i>Ammonicera</i> (Heterobranchia, Omalogyridae) from the Red Sea. <em>Gloria Maris.</em> 55(3): 88-90.",Rolán E. & Rubio F.,2017,"A new <i>Ammonicera</i> (Heterobranchia, Omalogyridae) from the Red Sea",,Gloria Maris,,,55,3,88-90,,,
"ICZN. (2018). Opinion 2408 (Case 3690). <i>Alabina</i> Dall, 1902 (Gastropoda, Cerithioidea): designation of <i>Alaba cerithidioides</i> Dall, 1889 as type species not approved. <em>Bulletin of Zoological Nomenclature.</em> 75: 73-74.",ICZN,2018,"Opinion 2408 (Case 3690). <i>Alabina</i> Dall, 1902 (Gastropoda, Cerithioidea): designation of <i>Alaba cerithidioides</i> Dall, 1889 as type species not approved",,Bulletin of Zoological Nomenclature,,,75,,73-74,10.21805/bzn.v75.a018,,
"Faasse, M.A.; Verboom, L.; Van der Loos, L. (2018). De Pacifische vlokreeft Aoroides semicurvatus in Nederland. <em>Macrofaunanieuwsmail.</em> 140: 21-23.","Faasse, M.A.; Verboom, L.; Van der Loos, L.",2018,De Pacifische vlokreeft Aoroides semicurvatus in Nederland,,Macrofaunanieuwsmail,,,140,,21-23,,,
"Vandepitte, L.; Vanhoorne, B.; Decock, W.; Vranken, S.; Lanssens, T.; Dekeyzer, S.; Verfaille, K.; Horton, T.; Kroh, A.; Hernandez, F.; Mees, J. (2018). A decade of the World Register of Marine Species – General insights and experiences from the Data Management Team: Where are we, what have we learned and how can we continue?. <em>PLOS ONE.</em> 13(4): e0194599.","Vandepitte, L.; Vanhoorne, B.; Decock, W.; Vranken, S.; Lanssens, T.; Dekeyzer, S.; Verfaille, K.; Horton, T.; Kroh, A.; Hernandez, F.; Mees, J.",2018,"A decade of the World Register of Marine Species – General insights and experiences from the Data Management Team: Where are we, what have we learned and how can we continue?",,PLOS ONE,,,13,4,e0194599,10.1371/journal.pone.0194599,,
"Gilardoni, C.; Etchegoin, J.; Cribb, T.; Pina, S.; Rodrigues, P.; Diez, M. E.; Cremonte, F. (2020). Cryptic speciation of the zoogonid digenean Diphterostomum flavum n. sp. demonstrated by morphological and molecular data. <em>Parasite.</em> 27: 44.","Gilardoni, C.; Etchegoin, J.; Cribb, T.; Pina, S.; Rodrigues, P.; Diez, M. E.; Cremonte, F.",2020,Cryptic speciation of the zoogonid digenean Diphterostomum flavum n. sp. demonstrated by morphological and molecular data,,Parasite,,,27,,44,10.1051/parasite/2020040,,
"Salvi, D.; Mariottini, P. (2020). Revision shock in Pacific oysters taxonomy: the genus Magallana (formerly Crassostrea in part) is well-founded and necessary. <em>Zoological Journal of the Linnean Society.</em>","Salvi, D.; Mariottini, P.",2020,Revision shock in Pacific oysters taxonomy: the genus Magallana (formerly Crassostrea in part) is well-founded and necessary,,Zoological Journal of the Linnean Society,,,,,,10.1093/zoolinnean/zlaa112,,
"Verleye, T.; De Raedemaecker, F.; Vandepitte, L.; Fockedey, N.; Lescrauwaet, A.-K.; De Pooter, D.; Mees, J. (2020). Niet-inheemse soorten in het Belgisch deel van de Noordzee en aanpalende estuaria. <em>VLIZ Special Publication, 86. Vlaams Instituut voor de Zee (VLIZ): Oostende. ISBN 9789464206005.</em> 623 pp.","Verleye, T.; De Raedemaecker, F.; Vandepitte, L.; Fockedey, N.; Lescrauwaet, A.-K.; De Pooter, D.; Mees, J.",2020,Niet-inheemse soorten in het Belgisch deel van de Noordzee en aanpalende estuaria,,VLIZ Special Publication,Vlaams Instituut voor de Zee (VLIZ),Oostende,86,,623,,,
"Mapstone, G.; Youngbluth, M. (2020). New observations on the rare physonect <em>Melophysa</em> <em>melo</em> (Siphonophora; Agalmatidae) from the northern Gulf of Mexico. <em>Zootaxa.</em> 4732(1): 117-137.","Mapstone, G.; Youngbluth, M.",2020,New observations on the rare physonect <em>Melophysa</em> <em>melo</em> (Siphonophora; Agalmatidae) from the northern Gulf of Mexico,,Zootaxa,,,4732,1,117-137,10.11646/zootaxa.4732.1.5,,
"Del Cortona, A.; Jackson, C. J.; Bucchini, F.; Van Bel, M.; D'hondt, S.; Škaloud, P.; Delwiche, C. F.; Knoll, A. H.; Raven, J. A.; Verbruggen, H.; Vandepoele, K.; De Clerck, O.; Leliaert, F. (2020). Neoproterozoic origin and multiple transitions to macroscopic growth in green seaweeds. <em>Proceedings of the National Academy of Sciences.</em> 117(5): 2551-2559.","Del Cortona, A.; Jackson, C. J.; Bucchini, F.; Van Bel, M.; D'hondt, S.; Škaloud, P.; Delwiche, C. F.; Knoll, A. H.; Raven, J. A.; Verbruggen, H.; Vandepoele, K.; De Clerck, O.; Leliaert, F.",2020,Neoproterozoic origin and multiple transitions to macroscopic growth in green seaweeds,,Proceedings of the National Academy of Sciences,,,117,5,2551-2559,10.1073/pnas.1910060117,,
"Norman, A. M. (1902-1905). Notes on the natural history of East Finmark. <em>Taylor and Francis: London.</em> 341-361, 472-486, 1-32 (pl. I-IV), 166-173, 567-598 (pl. XIII), 87-128 (pl. VIII, IX), 280-286, 406-417 (pl. XXVII), 348-359 pp.","Norman, A. M.",1902-1905,Notes on the natural history of East Finmark,,,Taylor and Francis,London,,,"341-361, 472-486, 1-32 (pl. I-IV), 166-173, 567-598 (pl. XIII), 87-128 (pl. VIII, IX), 280-286, 406-417 (pl. XXVII), 348-359 pp.",,,
"Brunetti, R. (1978-1979). <i>Polyandrocarpa zorritensis</i> (Van Name, 1931) a colonial ascidian new to the Mediterranean record. <em>Vie et Milieu.</em> 28-29: 647-652.","Brunetti, R.",1978-1979,"<i>Polyandrocarpa zorritensis</i> (Van Name, 1931) a colonial ascidian new to the Mediterranean record",,Vie et Milieu,,,28-29,,647-652,,,
"Barash, A.; Danin, Z. (1988/89). Marine Mollusca at Rhodes. <em>Israel Journal of Zoology.</em> 35: 1-74.","Barash, A.; Danin, Z.",1988/89,Marine Mollusca at Rhodes.,,Israel Journal of Zoology,,,35,,1-74,10.1080/00212210.1988.10688604,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
